Entity,Code,Year,Fossil fuels (% equivalent primary energy),Renewables (% equivalent primary energy),Nuclear (% equivalent primary energy)
South Korea,KOR,2009,85.34508514404297,0.570094645023346,14.084814071655273
South Korea,KOR,2010,86.08332824707031,0.9195590615272522,12.997111320495605
South Korea,KOR,2011,85.92369842529297,1.2539451122283936,12.82235336303711
South Korea,KOR,2012,86.478271484375,1.288482666015625,12.233251571655273
South Korea,KOR,2013,87.30013275146484,1.515562891960144,11.184301376342773
South Korea,KOR,2014,85.8235855102539,1.7640750408172607,12.412346839904785
South Korea,KOR,2015,85.32032775878906,1.9041190147399902,12.775542259216309
South Korea,KOR,2016,85.83869934082031,2.0268120765686035,12.134483337402344
South Korea,KOR,2017,86.63898468017578,2.4301843643188477,10.930831909179688
South Korea,KOR,2018,87.62788391113281,2.746018409729004,9.626099586486816
South Korea,KOR,2019,86.4001693725586,2.9800333976745605,10.619794845581055
South Korea,KOR,2020,84.73261260986328,3.142855405807495,12.124529838562012
South Korea,KOR,2021,84.91670227050781,3.7249858379364014,11.35831356048584
South and Central America (BP),,1965,90.3565673828125,9.643436431884766,0
South and Central America (BP),,1966,89.8978500366211,10.099780082702637,0.0023678892757743597
South and Central America (BP),,1967,89.72834014892578,10.264434814453125,0.007220914121717215
South and Central America (BP),,1968,89.7267837524414,10.269983291625977,0.003226598259061575
South and Central America (BP),,1969,89.4058837890625,10.585350036621094,0.008759435266256332
South and Central America (BP),,1970,88.24185180664062,11.750904083251953,0.0072499895468354225
South and Central America (BP),,1971,87.33889770507812,12.654672622680664,0.006428949534893036
South and Central America (BP),,1972,86.76312255859375,13.22651481628418,0.010365643538534641
South and Central America (BP),,1973,86.57892608642578,13.415132522583008,0.005937999580055475
South and Central America (BP),,1974,85.37223052978516,14.497663497924805,0.1301056444644928
South and Central America (BP),,1975,84.22232055664062,15.47058391571045,0.3071058392524719
South and Central America (BP),,1976,83.54098510742188,16.16576385498047,0.29325544834136963
South and Central America (BP),,1977,82.87806701660156,16.9472599029541,0.17468218505382538
South and Central America (BP),,1978,81.79297637939453,17.913528442382812,0.2934943437576294
South and Central America (BP),,1979,80.59650421142578,19.147554397583008,0.255947083234787
South and Central America (BP),,1980,79.29210662841797,20.495071411132812,0.2128250002861023
South and Central America (BP),,1981,78.98072814941406,20.762903213500977,0.2563643157482147
South and Central America (BP),,1982,77.45508575439453,22.376171112060547,0.1687350571155548
South and Central America (BP),,1983,75.53917694091797,24.1560115814209,0.3048151433467865
South and Central America (BP),,1984,73.90202331542969,25.55970001220703,0.5382775068283081
South and Central America (BP),,1985,72.26006317138672,26.97966957092285,0.760277271270752
South and Central America (BP),,1986,71.76274108886719,27.777761459350586,0.4595043659210205
South and Central America (BP),,1987,70.9892578125,28.448474884033203,0.5622732639312744
South and Central America (BP),,1988,70.93294525146484,28.598567962646484,0.4684867262840271
South and Central America (BP),,1989,70.63423919677734,28.87224006652832,0.49352023005485535
South and Central America (BP),,1990,69.61158752441406,29.70694923400879,0.6814678907394409
South and Central America (BP),,1991,68.64911651611328,30.710893630981445,0.6399915814399719
South and Central America (BP),,1992,69.5013198852539,29.91059684753418,0.5880796909332275
South and Central America (BP),,1993,68.63280487060547,30.842647552490234,0.5245376229286194
South and Central America (BP),,1994,68.79443359375,30.705934524536133,0.4996371865272522
South and Central America (BP),,1995,68.97029113769531,30.475994110107422,0.5537136197090149
South and Central America (BP),,1996,68.93666076660156,30.514223098754883,0.5491219162940979
South and Central America (BP),,1997,68.9944839477539,30.418794631958008,0.5867246389389038
South and Central America (BP),,1998,69.5487060546875,29.906204223632812,0.5450952053070068
South and Central America (BP),,1999,69.52333068847656,29.916494369506836,0.5601667165756226
South and Central America (BP),,2000,68.94124603271484,30.45580291748047,0.6029483675956726
South and Central America (BP),,2001,70.28251647949219,28.665403366088867,1.0520851612091064
South and Central America (BP),,2002,69.44902801513672,29.601972579956055,0.9489964842796326
South and Central America (BP),,2003,68.80384826660156,30.20722007751465,0.988932728767395
South and Central America (BP),,2004,69.43109893798828,29.696252822875977,0.8726499080657959
South and Central America (BP),,2005,68.90211486816406,30.375289916992188,0.7225993871688843
South and Central America (BP),,2006,69.00118255615234,30.115812301635742,0.88300621509552
South and Central America (BP),,2007,69.07881927490234,30.155399322509766,0.765776515007019
South and Central America (BP),,2008,68.95445251464844,30.233976364135742,0.8115684390068054
South and Central America (BP),,2009,67.67613220214844,31.516334533691406,0.8075308799743652
South and Central America (BP),,2010,68.65154266357422,30.566173553466797,0.7822892665863037
South and Central America (BP),,2011,68.54371643066406,30.697843551635742,0.7584426403045654
South and Central America (BP),,2012,69.65000915527344,29.603130340576172,0.7468579411506653
South and Central America (BP),,2013,70.60716247558594,28.693208694458008,0.6996247172355652
South and Central America (BP),,2014,70.9285888671875,28.405698776245117,0.6657058596611023
South and Central America (BP),,2015,70.42091369628906,28.88749885559082,0.6915879845619202
South and Central America (BP),,2016,69.14676666259766,30.080419540405273,0.7728167772293091
South and Central America (BP),,2017,68.2225341796875,31.089473724365234,0.6879922151565552
South and Central America (BP),,2018,66.66360473632812,32.62239456176758,0.7140040397644043
South and Central America (BP),,2019,66.01412963867188,33.205711364746094,0.7801565527915955
South and Central America (BP),,2020,63.31541061401367,35.843475341796875,0.8411146402359009
South and Central America (BP),,2021,65.55406188964844,33.634803771972656,0.8111339211463928
Spain,ESP,1965,82.74655151367188,17.25343894958496,0
Spain,ESP,1966,78.88919830322266,21.11080551147461,0
Spain,ESP,1967,83.72062683105469,16.279375076293945,0
Spain,ESP,1968,83.29161071777344,16.65400505065918,0.054388709366321564
Spain,ESP,1969,81.0600814819336,18.460060119628906,0.4798572063446045
Spain,ESP,1970,83.94537353515625,15.559318542480469,0.49531427025794983
Spain,ESP,1971,82.58253479003906,16.187814712524414,1.2296533584594727
Spain,ESP,1972,81.16831970214844,16.690349578857422,2.14133358001709
Spain,ESP,1973,84.87564086914062,12.429852485656738,2.6945033073425293
Spain,ESP,1974,84.52014923095703,12.622825622558594,2.857025384902954
Spain,ESP,1975,86.58564758300781,10.509173393249512,2.9051806926727295
Spain,ESP,1976,89.33975982666016,7.937400817871094,2.722839593887329
Spain,ESP,1977,83.2555923461914,14.476511001586914,2.2678987979888916
Spain,ESP,1978,82.70746612548828,14.644488334655762,2.648045063018799
Spain,ESP,1979,82.21379852294922,15.632555961608887,2.153646230697632
Spain,ESP,1980,88.35985565185547,9.981171607971191,1.658972144126892
Spain,ESP,1981,89.55677795410156,7.4071197509765625,3.0361008644104004
Spain,ESP,1982,88.33039855957031,8.885108947753906,2.7844982147216797
Spain,ESP,1983,87.75745391845703,8.936359405517578,3.3061881065368652
Spain,ESP,1984,82.7492446899414,10.203864097595215,7.046895980834961
Spain,ESP,1985,81.12932586669922,10.242602348327637,8.628076553344727
Spain,ESP,1986,80.21141815185547,8.501705169677734,11.286876678466797
Spain,ESP,1987,79.5285415649414,8.477232933044434,11.994230270385742
Spain,ESP,1988,75.52735137939453,10.430665016174316,14.041976928710938
Spain,ESP,1989,79.56056213378906,5.533020496368408,14.90641975402832
Spain,ESP,1990,78.39311981201172,7.1988701820373535,14.408011436462402
Spain,ESP,1991,78.29487609863281,7.452907562255859,14.252215385437012
Spain,ESP,1992,81.33147430419922,5.013250350952148,13.655285835266113
Spain,ESP,1993,79.19115447998047,6.625087738037109,14.183764457702637
Spain,ESP,1994,79.32510375976562,7.313819408416748,13.361077308654785
Spain,ESP,1995,81.15757751464844,5.938282489776611,12.904143333435059
Spain,ESP,1996,77.7271957397461,9.653098106384277,12.619708061218262
Spain,ESP,1997,80.04783630371094,8.211402893066406,11.740767478942871
Spain,ESP,1998,80.23563385009766,7.815210342407227,11.949149131774902
Spain,ESP,1999,82.8034896850586,5.6294965744018555,11.56701374053955
Spain,ESP,2000,81.43728637695312,7.008230686187744,11.554475784301758
Spain,ESP,2001,79.59246826171875,9.167547225952148,11.239991188049316
Spain,ESP,2002,82.6253433227539,6.44627046585083,10.928386688232422
Spain,ESP,2003,80.15274810791016,9.758903503417969,10.088343620300293
Spain,ESP,2004,81.61834716796875,8.44090461730957,9.940752029418945
Spain,ESP,2005,84.2016372680664,6.923494338989258,8.87486743927002
Spain,ESP,2006,82.5548324584961,8.360922813415527,9.08423900604248
Spain,ESP,2007,82.83940124511719,9.064817428588867,8.095780372619629
Spain,ESP,2008,81.19650268554688,9.948370933532715,8.855137825012207
Spain,ESP,2009,78.84479522705078,12.662100791931152,8.493104934692383
Spain,ESP,2010,73.65985870361328,16.7428035736084,9.597341537475586
Spain,ESP,2011,75.41697692871094,15.473434448242188,9.109589576721191
Spain,ESP,2012,74.4156723022461,15.889772415161133,9.69455623626709
Spain,ESP,2013,70.73719787597656,19.901302337646484,9.361493110656738
Spain,ESP,2014,70.33463287353516,20.08855438232422,9.576820373535156
Spain,ESP,2015,73.08961486816406,17.507902145385742,9.402485847473145
Spain,ESP,2016,71.91926574707031,18.609848022460938,9.470891952514648
Spain,ESP,2017,75.08915710449219,15.682350158691406,9.228489875793457
Spain,ESP,2018,73.12112426757812,18.230533599853516,8.648345947265625
Spain,ESP,2019,73.36112213134766,17.375850677490234,9.263023376464844
Spain,ESP,2020,67.69031524658203,22.10265350341797,10.20703411102295
Spain,ESP,2021,68.52384185791016,22.341663360595703,9.134493827819824
Sri Lanka,LKA,1965,89.67552947998047,10.324469566345215,0
Sri Lanka,LKA,1966,89.05648040771484,10.943519592285156,0
Sri Lanka,LKA,1967,89.02507019042969,10.974931716918945,0
Sri Lanka,LKA,1968,87.79403686523438,12.205965042114258,0
Sri Lanka,LKA,1969,86.38886260986328,13.611146926879883,0
Sri Lanka,LKA,1970,88.92376708984375,11.076228141784668,0
Sri Lanka,LKA,1971,87.87450408935547,12.125496864318848,0
