id,informacion_id,anio,codigo,petroleo,carbon,gas,nuclear,hidraulica,solar,eolica,otras_renovables
1077,1077,2017.0,EGY,27.634,0.0,150.077,0.0,12.788,0.603,2.11,0.0
1078,1078,2018.0,EGY,23.772,0.0,159.274,0.0,12.813,0.553,2.987,0.0
1079,1079,2019.0,EGY,25.25,0.0,154.765,0.0,14.08,1.49,4.979,0.0
1080,1080,2020.0,EGY,22.738,0.0,151.284,0.0,14.903,2.837,6.848,0.0
1081,1081,2021.0,EGY,26.918,0.0,157.643,0.0,14.637,2.829,7.629,0.0
1082,1082,2000.0,ERI,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1083,1083,2001.0,ERI,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1084,1084,2002.0,ERI,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1085,1085,2003.0,ERI,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1086,1086,2004.0,ERI,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1087,1087,2005.0,ERI,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1088,1088,2006.0,ERI,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1089,1089,2007.0,ERI,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1090,1090,2008.0,ERI,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1091,1091,2009.0,ERI,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1092,1092,2010.0,ERI,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1093,1093,2011.0,ERI,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1094,1094,2012.0,ERI,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1095,1095,2013.0,ERI,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1096,1096,2014.0,ERI,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1097,1097,2015.0,ERI,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1098,1098,2016.0,ERI,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1099,1099,2017.0,ERI,0.4,0.0,0.0,0.0,0.0,0.01,0.0,0.0
1100,1100,2018.0,ERI,0.42,0.0,0.0,0.0,0.0,0.02,0.0,0.0
1101,1101,2019.0,ERI,0.43,0.0,0.0,0.0,0.0,0.02,0.0,0.0
1102,1102,2020.0,ERI,0.41,0.0,0.0,0.0,0.0,0.03,0.0,0.0
1103,1103,2000.0,ESP,22.578,80.858,20.178,62.206,29.57,0.018,4.727,1.493
1104,1104,2001.0,ESP,24.632,71.734,23.358,63.708,41.027,0.024,6.759,1.631
1105,1105,2002.0,ESP,28.593,82.457,32.386,63.016,22.92,0.03,9.342,2.586
1106,1106,2003.0,ESP,24.002,75.955,39.368,61.875,41.054,0.041,12.075,3.184
1107,1107,2004.0,ESP,26.802,80.323,55.46,63.606,31.676,0.056,15.7,3.33
1108,1108,2005.0,ESP,29.414,80.767,79.011,57.539,17.872,0.041,21.176,2.653
1109,1109,2006.0,ESP,24.158,67.978,90.57,60.126,25.89,0.119,23.297,2.774
1110,1110,2007.0,ESP,18.832,74.085,94.799,55.103,27.233,0.508,27.568,2.898
1111,1111,2008.0,ESP,18.309,49.973,120.798,58.973,23.532,2.578,32.946,3.255
1112,1112,2009.0,ESP,20.075,36.864,109.589,52.761,26.352,6.067,37.887,3.409
1113,1113,2010.0,ESP,17.136,24.184,97.208,61.613,42.036,7.064,43.681,3.818
1114,1114,2011.0,ESP,15.171,44.927,84.517,57.731,30.596,8.68,42.433,4.515
1115,1115,2012.0,ESP,15.321,55.991,73.308,61.47,20.545,11.966,49.472,4.977
1116,1116,2013.0,ESP,13.854,41.571,57.094,56.731,36.78,13.111,55.767,5.29
1117,1117,2014.0,ESP,14.121,45.295,47.273,57.305,39.169,13.673,52.013,5.414
1118,1118,2015.0,ESP,17.241,52.676,52.498,57.305,28.14,13.858,49.325,5.764
1119,1119,2016.0,ESP,16.763,37.382,52.831,58.619,36.386,13.642,48.914,5.665
1120,1120,2017.0,ESP,15.766,46.349,64.037,58.112,18.322,14.321,49.127,6.078
1121,1121,2018.0,ESP,14.499,38.716,58.002,55.766,34.334,12.744,50.896,6.176
1122,1122,2019.0,ESP,12.294,14.128,83.163,58.277,22.486,15.108,53.089,5.637
1123,1123,2020.0,ESP,10.704,6.15,69.739,58.299,30.507,20.667,56.444,6.137
1124,1124,2021.0,ESP,10.301,6.107,69.174,56.504,29.566,26.806,62.354,6.615
1125,1125,2000.0,EST,7.9,0.0,0.6,0.0,0.005,0.0,0.0,0.013
1126,1126,2001.0,EST,7.87,0.0,0.6,0.0,0.007,0.0,0.0,0.011
1127,1127,2002.0,EST,7.97,0.0,0.53,0.0,0.006,0.0,0.001,0.027
1128,1128,2003.0,EST,9.61,0.0,0.5,0.0,0.013,0.0,0.006,0.026
1129,1129,2004.0,EST,9.76,0.0,0.49,0.0,0.022,0.0,0.008,0.031
1130,1130,2005.0,EST,9.55,0.0,0.54,0.0,0.022,0.0,0.054,0.033
1131,1131,2006.0,EST,9.06,0.0,0.54,0.0,0.014,0.0,0.076,0.038
1132,1132,2007.0,EST,11.7,0.0,0.34,0.0,0.022,0.0,0.091,0.036
1133,1133,2008.0,EST,9.96,0.0,0.42,0.0,0.028,0.0,0.133,0.038
1134,1134,2009.0,EST,8.13,0.0,0.11,0.0,0.032,0.0,0.195,0.314
1135,1135,2010.0,EST,11.62,0.0,0.3,0.0,0.027,0.0,0.277,0.742
1136,1136,2011.0,EST,11.46,0.0,0.25,0.0,0.03,0.0,0.368,0.783
1137,1137,2012.0,EST,10.36,0.0,0.13,0.0,0.042,0.0,0.434,1.001
1138,1138,2013.0,EST,11.95,0.01,0.09,0.0,0.026,0.001,0.529,0.667
1139,1139,2014.0,EST,10.98,0.01,0.07,0.0,0.027,0.003,0.604,0.74
1140,1140,2015.0,EST,8.53,0.0,0.06,0.0,0.027,0.006,0.715,0.779
1141,1141,2016.0,EST,10.51,0.0,0.07,0.0,0.035,0.01,0.594,0.885
1142,1142,2017.0,EST,11.22,0.02,0.06,0.0,0.026,0.014,0.723,1.038
1143,1143,2018.0,EST,10.32,0.0,0.06,0.0,0.015,0.031,0.636,1.261
1144,1144,2019.0,EST,5.43,0.0,0.04,0.0,0.019,0.073,0.687,1.299
1145,1145,2020.0,EST,3.59,0.0,0.04,0.0,0.03,0.127,0.844,1.777
1146,1146,2021.0,EST,5.07,0.0,0.04,0.0,0.031,0.252,0.742,2.116
1147,1147,2000.0,ETH,0.06,0.0,0.0,0.0,1.63,0.0,0.0,0.01
1148,1148,2001.0,ETH,0.06,0.0,0.0,0.0,1.97,0.0,0.0,0.01
1149,1149,2002.0,ETH,0.06,0.0,0.0,0.0,2.0,0.0,0.0,0.01
1150,1150,2003.0,ETH,0.06,0.0,0.0,0.0,2.26,0.0,0.0,0.01
1151,1151,2004.0,ETH,0.06,0.0,0.0,0.0,2.5,0.0,0.0,0.01
1152,1152,2005.0,ETH,0.06,0.0,0.0,0.0,2.81,0.0,0.0,0.01
1153,1153,2006.0,ETH,0.06,0.0,0.0,0.0,3.23,0.0,0.0,0.01
1154,1154,2007.0,ETH,0.17,0.0,0.0,0.0,3.35,0.0,0.0,0.02
1155,1155,2008.0,ETH,0.44,0.0,0.0,0.0,3.26,0.0,0.0,0.05
1156,1156,2009.0,ETH,0.42,0.0,0.0,0.0,3.49,0.0,0.0,0.06
1157,1157,2010.0,ETH,0.08,0.0,0.0,0.0,4.88,0.0,0.0,0.03
1158,1158,2011.0,ETH,0.07,0.0,0.0,0.0,6.2,0.0,0.03,0.02
1159,1159,2012.0,ETH,0.04,0.0,0.0,0.0,7.31,0.0,0.19,0.0
1160,1160,2013.0,ETH,0.03,0.0,0.0,0.0,8.26,0.01,0.36,0.01
1161,1161,2014.0,ETH,0.02,0.0,0.0,0.0,8.92,0.02,0.5,0.01
1162,1162,2015.0,ETH,0.02,0.0,0.0,0.0,9.58,0.02,0.76,0.02
1163,1163,2016.0,ETH,0.01,0.0,0.0,0.0,11.64,0.02,0.78,0.02
1164,1164,2017.0,ETH,0.01,0.0,0.0,0.0,12.55,0.02,0.53,0.02
1165,1165,2018.0,ETH,0.01,0.0,0.0,0.0,12.89,0.02,0.53,0.03
1166,1166,2019.0,ETH,0.01,0.0,0.0,0.0,13.56,0.02,0.53,0.03
1167,1167,2020.0,ETH,0.01,0.0,0.0,0.0,13.56,0.02,0.53,0.03
1168,1168,2000.0,FIN,5.31,8.49,10.13,22.711,14.599,0.002,0.077,8.589
1169,1169,2001.0,FIN,7.68,10.61,11.69,23.004,13.15,0.002,0.07,8.212
1170,1170,2002.0,FIN,8.26,12.71,11.63,22.521,10.73,0.002,0.063,8.932
1171,1171,2003.0,FIN,9.19,19.25,13.85,22.979,9.551,0.002,0.092,9.292
1172,1172,2004.0,FIN,8.0,16.5,12.75,22.962,15.015,0.002,0.12,10.371
1173,1173,2005.0,FIN,5.87,6.5,11.23,23.533,13.564,0.003,0.168,9.479
1174,1174,2006.0,FIN,8.03,16.33,12.32,23.162,11.427,0.003,0.153,10.757
1175,1175,2007.0,FIN,8.73,13.89,10.56,23.685,14.132,0.004,0.188,9.928
1176,1176,2008.0,FIN,6.72,8.5,11.03,23.21,17.08,0.004,0.261,10.391
1177,1177,2009.0,FIN,5.6,11.13,9.82,23.79,12.7,0.004,0.277,8.744
1178,1178,2010.0,FIN,7.56,14.54,11.26,23.041,12.872,0.005,0.294,10.98
1179,1179,2011.0,FIN,6.61,9.78,9.45,23.437,12.402,0.005,0.481,11.183
1180,1180,2012.0,FIN,4.71,7.1,6.73,23.224,16.835,0.006,0.494,11.101
1181,1181,2013.0,FIN,4.26,10.69,6.79,23.867,12.8,0.007,0.774,11.943
1182,1182,2014.0,FIN,4.51,7.92,5.52,23.838,13.374,0.008,1.107,11.707
1183,1183,2015.0,FIN,4.26,5.12,5.2,23.501,16.752,0.011,2.351,11.318
1184,1184,2016.0,FIN,4.16,6.97,3.74,23.453,15.792,0.022,3.099,11.422
1185,1185,2017.0,FIN,4.01,5.86,3.3,22.709,14.758,0.049,4.843,11.834
1186,1186,2018.0,FIN,5.06,5.79,4.2,23.033,13.27,0.091,5.898,12.825
1187,1187,2019.0,FIN,4.42,4.36,3.85,24.121,12.371,0.148,6.086,13.202
1188,1188,2020.0,FIN,3.17,2.72,3.97,23.531,15.827,0.221,8.018,11.498
1189,1189,2021.0,FIN,4.05,3.19,3.46,23.841,15.707,0.308,8.215,13.605
1190,1190,2000.0,FJI,0.18,0.0,0.0,0.0,0.41,0.0,0.0,0.03
1191,1191,2001.0,FJI,0.17,0.0,0.0,0.0,0.46,0.0,0.0,0.04
1192,1192,2002.0,FJI,0.21,0.0,0.0,0.0,0.45,0.0,0.0,0.05
1193,1193,2003.0,FJI,0.31,0.0,0.0,0.0,0.34,0.0,0.0,0.07
1194,1194,2004.0,FJI,0.31,0.0,0.0,0.0,0.37,0.0,0.0,0.07
1195,1195,2005.0,FJI,0.37,0.0,0.0,0.0,0.34,0.0,0.0,0.08
1196,1196,2006.0,FJI,0.39,0.0,0.0,0.0,0.34,0.0,0.0,0.11
1197,1197,2007.0,FJI,0.27,0.0,0.0,0.0,0.51,0.0,0.01,0.08
1198,1198,2008.0,FJI,0.26,0.0,0.0,0.0,0.5,0.0,0.02,0.1
1199,1199,2009.0,FJI,0.28,0.0,0.0,0.0,0.46,0.0,0.02,0.1
1200,1200,2010.0,FJI,0.35,0.0,0.0,0.0,0.41,0.0,0.01,0.13
1201,1201,2011.0,FJI,0.3,0.0,0.0,0.0,0.45,0.0,0.0,0.11
1202,1202,2012.0,FJI,0.24,0.0,0.0,0.0,0.52,0.0,0.01,0.09
1203,1203,2013.0,FJI,0.27,0.0,0.0,0.0,0.52,0.0,0.0,0.09
1204,1204,2014.0,FJI,0.38,0.0,0.0,0.0,0.4,0.0,0.0,0.13
1205,1205,2015.0,FJI,0.42,0.0,0.0,0.0,0.4,0.0,0.01,0.12
1206,1206,2016.0,FJI,0.36,0.0,0.0,0.0,0.49,0.01,0.0,0.1
1207,1207,2017.0,FJI,0.4,0.0,0.0,0.0,0.49,0.01,0.0,0.14
1208,1208,2018.0,FJI,0.37,0.0,0.0,0.0,0.56,0.01,0.0,0.13
1209,1209,2019.0,FJI,0.4,0.0,0.0,0.0,0.57,0.01,0.0,0.13
1210,1210,2020.0,FJI,0.36,0.0,0.0,0.0,0.5,0.02,0.0,0.11
1211,1211,2000.0,FLK,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1212,1212,2001.0,FLK,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1213,1213,2002.0,FLK,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1214,1214,2003.0,FLK,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1215,1215,2004.0,FLK,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1216,1216,2005.0,FLK,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1217,1217,2006.0,FLK,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1218,1218,2007.0,FLK,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1219,1219,2008.0,FLK,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1220,1220,2009.0,FLK,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1221,1221,2010.0,FLK,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1222,1222,2011.0,FLK,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0
1223,1223,2012.0,FLK,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0
1224,1224,2013.0,FLK,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0
1225,1225,2014.0,FLK,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0
1226,1226,2015.0,FLK,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0
1227,1227,2016.0,FLK,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0
1228,1228,2017.0,FLK,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0
1229,1229,2018.0,FLK,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0
1230,1230,2019.0,FLK,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0
1231,1231,2020.0,FLK,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0
1232,1232,2000.0,FRA,12.1,27.0,11.51,415.162,66.363,0.005,0.048,2.986
1233,1233,2001.0,FRA,10.85,20.48,15.15,421.076,74.268,0.006,0.131,3.334
1234,1234,2002.0,FRA,10.64,23.66,18.37,436.76,60.397,0.007,0.265,3.537
1235,1235,2003.0,FRA,11.75,26.26,19.37,441.07,58.943,0.008,0.388,3.717
1236,1236,2004.0,FRA,11.11,24.37,21.05,448.241,59.555,0.008,0.595,3.782
1237,1237,2005.0,FRA,12.77,27.51,23.07,451.529,51.48,0.011,0.962,3.872
1238,1238,2006.0,FRA,12.25,22.89,21.76,450.191,56.303,0.012,2.182,3.841
1239,1239,2007.0,FRA,11.74,24.45,21.99,439.73,57.604,0.018,4.07,4.216
1240,1240,2008.0,FRA,10.63,23.06,21.88,439.447,63.654,0.042,5.694,4.436
1241,1241,2009.0,FRA,9.15,21.67,20.5,409.736,56.994,0.174,7.912,4.578
1242,1242,2010.0,FRA,10.51,23.36,23.76,428.521,62.714,0.62,9.945,4.917
1243,1243,2011.0,FRA,12.11,17.39,29.49,442.388,44.791,2.078,12.052,5.48
1244,1244,2012.0,FRA,12.21,21.46,22.75,425.406,58.782,4.016,15.108,6.347
1245,1245,2013.0,FRA,11.12,23.84,18.39,423.685,70.844,4.735,16.054,7.81
1246,1246,2014.0,FRA,11.26,11.26,13.16,436.479,62.83,5.913,17.25,8.32
1247,1247,2015.0,FRA,11.62,11.89,21.14,437.428,54.557,7.263,21.35,8.844
1248,1248,2016.0,FRA,11.25,10.23,34.97,403.195,59.923,8.165,21.308,9.636
1249,1249,2017.0,FRA,11.78,12.81,40.5,398.359,48.964,9.103,24.544,10.334
1250,1250,2018.0,FRA,10.35,8.31,30.61,412.942,63.916,10.412,28.531,10.55
1251,1251,2019.0,FRA,10.55,3.64,39.31,399.012,56.028,11.747,34.615,10.744
1252,1252,2020.0,FRA,10.44,3.42,35.97,353.833,61.172,12.925,39.75,10.668
1253,1253,2021.0,FRA,10.6,6.1,33.92,379.361,57.967,14.606,36.967,11.192
1254,1254,2000.0,FRO,0.13,0.0,0.0,0.0,0.08,0.0,0.0,0.0
1255,1255,2001.0,FRO,0.14,0.0,0.0,0.0,0.08,0.0,0.0,0.0
1256,1256,2002.0,FRO,0.14,0.0,0.0,0.0,0.1,0.0,0.0,0.0
1257,1257,2003.0,FRO,0.15,0.0,0.0,0.0,0.08,0.0,0.0,0.0
1258,1258,2004.0,FRO,0.14,0.0,0.0,0.0,0.09,0.0,0.01,0.0
1259,1259,2005.0,FRO,0.13,0.0,0.0,0.0,0.1,0.0,0.01,0.0
1260,1260,2006.0,FRO,0.14,0.0,0.0,0.0,0.1,0.0,0.01,0.0
1261,1261,2007.0,FRO,0.14,0.0,0.0,0.0,0.1,0.0,0.02,0.0
1262,1262,2008.0,FRO,0.16,0.0,0.0,0.0,0.09,0.0,0.01,0.0
1263,1263,2009.0,FRO,0.16,0.0,0.0,0.0,0.09,0.0,0.02,0.0
1264,1264,2010.0,FRO,0.19,0.0,0.0,0.0,0.07,0.0,0.01,0.0
1265,1265,2011.0,FRO,0.16,0.0,0.0,0.0,0.09,0.0,0.01,0.0
1266,1266,2012.0,FRO,0.17,0.0,0.0,0.0,0.1,0.0,0.01,0.0
1267,1267,2013.0,FRO,0.17,0.0,0.0,0.0,0.09,0.0,0.02,0.0
1268,1268,2014.0,FRO,0.14,0.0,0.0,0.0,0.12,0.0,0.04,0.0
1269,1269,2015.0,FRO,0.12,0.0,0.0,0.0,0.13,0.0,0.06,0.0
1270,1270,2016.0,FRO,0.15,0.0,0.0,0.0,0.1,0.0,0.05,0.0
1271,1271,2017.0,FRO,0.15,0.0,0.0,0.0,0.11,0.0,0.06,0.0
1272,1272,2018.0,FRO,0.17,0.0,0.0,0.0,0.11,0.0,0.06,0.0
1273,1273,2019.0,FRO,0.22,0.0,0.0,0.0,0.1,0.0,0.06,0.0
1274,1274,2020.0,FRO,0.25,0.0,0.0,0.0,0.11,0.0,0.06,0.0
1275,1275,2000.0,GAB,0.48,0.0,0.0,0.0,0.8,0.0,0.0,0.0
1276,1276,2001.0,GAB,0.48,0.0,0.0,0.0,0.87,0.0,0.0,0.0
1277,1277,2002.0,GAB,0.51,0.0,0.0,0.0,0.91,0.0,0.0,0.0
1278,1278,2003.0,GAB,0.57,0.0,0.0,0.0,0.89,0.0,0.0,0.0
1279,1279,2004.0,GAB,0.6,0.0,0.0,0.0,0.88,0.0,0.0,0.0
1280,1280,2005.0,GAB,0.71,0.0,0.0,0.0,0.8,0.0,0.0,0.0
1281,1281,2006.0,GAB,0.67,0.0,0.0,0.0,0.94,0.0,0.0,0.0
1282,1282,2007.0,GAB,0.89,0.0,0.0,0.0,0.79,0.0,0.0,0.0
1283,1283,2008.0,GAB,0.89,0.0,0.0,0.0,0.88,0.0,0.0,0.0
1284,1284,2009.0,GAB,0.87,0.0,0.0,0.0,0.94,0.0,0.0,0.0
1285,1285,2010.0,GAB,0.97,0.0,0.0,0.0,0.9,0.0,0.0,0.0
1286,1286,2011.0,GAB,1.13,0.0,0.0,0.0,0.83,0.0,0.0,0.0
1287,1287,2012.0,GAB,1.18,0.0,0.0,0.0,0.9,0.0,0.0,0.0
1288,1288,2013.0,GAB,1.09,0.0,0.0,0.0,0.93,0.0,0.0,0.0
1289,1289,2014.0,GAB,1.13,0.0,0.0,0.0,0.79,0.0,0.0,0.0
1290,1290,2015.0,GAB,1.12,0.0,0.0,0.0,0.91,0.0,0.0,0.02
1291,1291,2016.0,GAB,1.28,0.0,0.0,0.0,0.94,0.0,0.0,0.02
1292,1292,2017.0,GAB,1.25,0.0,0.0,0.0,0.92,0.0,0.0,0.02
1293,1293,2018.0,GAB,1.26,0.0,0.0,0.0,0.89,0.0,0.0,0.02
1294,1294,2019.0,GAB,1.25,0.0,0.0,0.0,1.74,0.0,0.0,0.02
1295,1295,2020.0,GAB,1.19,0.0,0.0,0.0,1.74,0.0,0.0,0.02
1296,1296,2021.0,GAB,,,,,,,,
1297,1297,2000.0,GBR,6.524,119.95,148.077,85.063,5.086,0.001,0.946,3.882
1298,1298,2001.0,GBR,5.253,131.461,141.906,90.093,4.055,0.002,0.965,4.526
1299,1299,2002.0,GBR,4.799,124.279,152.277,87.848,4.787,0.003,1.259,5.08
1300,1300,2003.0,GBR,4.594,138.459,148.883,88.686,3.228,0.003,1.288,6.174
1301,1301,2004.0,GBR,4.644,131.788,157.065,79.999,4.844,0.004,1.939,7.364
1302,1302,2005.0,GBR,5.338,134.637,152.642,81.618,4.923,0.008,2.912,9.102
1303,1303,2006.0,GBR,6.173,148.85,140.828,75.451,4.593,0.011,4.236,9.277
1304,1304,2007.0,GBR,5.048,135.944,165.793,63.028,5.077,0.014,5.274,9.325
1305,1305,2008.0,GBR,6.709,124.381,176.219,52.486,5.141,0.017,7.097,9.649
1306,1306,2009.0,GBR,5.995,103.038,166.499,69.098,5.228,0.02,9.281,10.715
1307,1307,2010.0,GBR,4.805,107.594,175.653,62.14,3.591,0.04,10.286,12.263
1308,1308,2011.0,GBR,3.119,108.442,146.499,68.98,5.692,0.244,15.963,13.314
1309,1309,2012.0,GBR,2.891,142.792,100.17,70.405,5.309,1.354,19.847,14.738
1310,1310,2013.0,GBR,2.066,130.258,95.843,70.607,4.702,2.01,28.397,18.105
1311,1311,2014.0,GBR,1.92,100.239,100.892,63.748,5.888,4.054,31.959,22.621
1312,1312,2015.0,GBR,2.037,75.878,99.875,70.345,6.297,7.533,40.275,29.259
1313,1313,2016.0,GBR,1.89,30.669,143.129,71.726,5.371,10.408,37.159,30.066
1314,1314,2017.0,GBR,1.621,22.529,136.829,70.336,5.882,11.475,49.641,31.898
1315,1315,2018.0,GBR,1.065,16.835,131.482,65.064,5.443,12.668,56.908,34.976
1316,1316,2019.0,GBR,1.072,6.954,131.931,56.184,5.846,12.58,63.795,37.319
1317,1317,2020.0,GBR,0.835,5.504,111.431,50.278,6.754,13.158,75.369,39.322
1318,1318,2021.0,GBR,1.541,6.522,124.154,45.868,5.015,12.384,64.46,40.007
1319,1319,2000.0,GEO,0.0,0.0,1.47,0.0,5.8,0.0,0.0,0.0
1320,1320,2001.0,GEO,0.0,0.0,1.31,0.0,5.49,0.0,0.0,0.0
1321,1321,2002.0,GEO,0.0,0.0,0.46,0.0,6.7,0.0,0.0,0.0
1322,1322,2003.0,GEO,0.0,0.0,0.6,0.0,6.46,0.0,0.0,0.0
1323,1323,2004.0,GEO,0.0,0.0,0.82,0.0,5.99,0.0,0.0,0.0
1324,1324,2005.0,GEO,0.0,0.0,0.97,0.0,6.17,0.0,0.0,0.0
1325,1325,2006.0,GEO,0.0,0.0,1.85,0.0,5.26,0.0,0.0,0.0
1326,1326,2007.0,GEO,0.0,0.0,1.42,0.0,6.75,0.0,0.0,0.0
1327,1327,2008.0,GEO,0.0,0.0,1.21,0.0,7.09,0.0,0.0,0.0
1328,1328,2009.0,GEO,0.0,0.0,1.08,0.0,7.34,0.0,0.0,0.0
1329,1329,2010.0,GEO,0.0,0.0,0.71,0.0,9.27,0.0,0.0,0.0
1330,1330,2011.0,GEO,0.0,0.0,2.17,0.0,7.81,0.0,0.0,0.0
1331,1331,2012.0,GEO,0.0,0.0,2.32,0.0,7.15,0.0,0.0,0.0
1332,1332,2013.0,GEO,0.0,0.0,1.79,0.0,8.27,0.0,0.0,0.0
1333,1333,2014.0,GEO,0.0,0.0,2.04,0.0,8.34,0.0,0.0,0.0
1334,1334,2015.0,GEO,0.0,0.0,2.38,0.0,8.45,0.0,0.0,0.0
1335,1335,2016.0,GEO,0.0,0.02,2.22,0.0,9.33,0.0,0.01,0.0
1336,1336,2017.0,GEO,0.0,0.02,2.21,0.0,9.21,0.0,0.09,0.0
1337,1337,2018.0,GEO,0.0,0.01,2.1,0.0,9.95,0.0,0.08,0.0
1338,1338,2019.0,GEO,0.0,0.0,2.84,0.0,8.93,0.0,0.08,0.0
1339,1339,2020.0,GEO,0.0,0.0,2.82,0.0,8.25,0.0,0.09,0.0
1340,1340,2021.0,GEO,0.0,0.0,2.38,0.0,10.19,0.0,0.09,0.0
1341,1341,2000.0,GHA,0.2,0.0,0.39,0.0,6.54,0.0,0.0,0.0
1342,1342,2001.0,GHA,0.4,0.0,0.78,0.0,6.54,0.0,0.0,0.01
1343,1343,2002.0,GHA,0.71,0.0,1.4,0.0,4.99,0.0,0.0,0.01
1344,1344,2003.0,GHA,0.63,0.0,1.24,0.0,3.85,0.0,0.0,0.01
1345,1345,2004.0,GHA,0.22,0.0,0.43,0.0,5.23,0.0,0.0,0.0
1346,1346,2005.0,GHA,0.37,0.0,0.73,0.0,5.57,0.0,0.0,0.01
1347,1347,2006.0,GHA,0.89,0.0,1.75,0.0,5.56,0.0,0.0,0.01
1348,1348,2007.0,GHA,1.31,0.0,1.75,0.0,3.69,0.0,0.0,0.01
1349,1349,2008.0,GHA,0.88,0.0,1.13,0.0,6.13,0.0,0.0,0.01
1350,1350,2009.0,GHA,0.74,0.0,1.22,0.0,6.81,0.0,0.0,0.01
1351,1351,2010.0,GHA,1.06,0.0,1.92,0.0,6.93,0.0,0.0,0.02
1352,1352,2011.0,GHA,1.06,0.0,2.36,0.0,7.49,0.0,0.0,0.02
1353,1353,2012.0,GHA,1.21,0.0,2.51,0.0,7.99,0.0,0.0,0.01
1354,1354,2013.0,GHA,1.31,0.0,3.05,0.0,8.15,0.0,0.0,0.02
1355,1355,2014.0,GHA,1.3,0.0,3.01,0.0,8.3,0.0,0.0,0.02
1356,1356,2015.0,GHA,1.61,0.0,3.75,0.0,5.79,0.0,0.0,0.02
1357,1357,2016.0,GHA,1.39,0.0,4.45,0.0,5.51,0.03,0.0,0.02
1358,1358,2017.0,GHA,1.89,0.0,5.28,0.0,5.56,0.03,0.0,0.02
1359,1359,2018.0,GHA,2.36,0.0,5.94,0.0,5.96,0.03,0.0,0.02
1360,1360,2019.0,GHA,2.41,0.0,6.96,0.0,7.44,0.05,0.0,0.02
1361,1361,2020.0,GHA,3.29,0.0,9.52,0.0,7.21,0.06,0.0,0.03
1362,1362,2000.0,GIN,0.34,0.0,0.0,0.0,0.41,0.0,0.0,0.0
1363,1363,2001.0,GIN,0.39,0.0,0.0,0.0,0.55,0.0,0.0,0.0
1364,1364,2002.0,GIN,0.4,0.0,0.0,0.0,0.59,0.0,0.0,0.0
1365,1365,2003.0,GIN,0.47,0.0,0.0,0.0,0.4,0.0,0.0,0.0
1366,1366,2004.0,GIN,0.39,0.0,0.0,0.0,0.55,0.0,0.0,0.0
1367,1367,2005.0,GIN,0.39,0.0,0.0,0.0,0.49,0.0,0.0,0.0
1368,1368,2006.0,GIN,0.39,0.0,0.0,0.0,0.46,0.0,0.0,0.0
1369,1369,2007.0,GIN,0.41,0.0,0.0,0.0,0.53,0.0,0.0,0.0
1370,1370,2008.0,GIN,0.44,0.0,0.0,0.0,0.52,0.0,0.0,0.0
1371,1371,2009.0,GIN,0.44,0.0,0.0,0.0,0.52,0.0,0.0,0.0
1372,1372,2010.0,GIN,0.44,0.0,0.0,0.0,0.48,0.0,0.0,0.0
1373,1373,2011.0,GIN,0.44,0.0,0.0,0.0,0.41,0.0,0.0,0.0
