id,informacion_id,anio,codigo,petroleo,carbon,gas,nuclear,hidraulica,solar,eolica,otras_renovables
110,110,2001.0,ARM,0.0,0.0,2.62,1.99,0.96,0.0,0.0,0.0
111,111,2002.0,ARM,0.0,0.0,1.48,2.09,1.64,0.0,0.0,0.0
112,112,2003.0,ARM,0.0,0.0,1.43,1.82,1.96,0.0,0.0,0.0
113,113,2004.0,ARM,0.0,0.0,1.72,2.2,1.98,0.0,0.0,0.0
114,114,2005.0,ARM,0.0,0.0,1.72,2.5,1.75,0.0,0.0,0.0
115,115,2006.0,ARM,0.0,0.0,1.39,2.42,1.81,0.0,0.0,0.0
116,116,2007.0,ARM,0.0,0.0,1.4,2.35,1.83,0.0,0.0,0.0
117,117,2008.0,ARM,0.0,0.0,1.42,2.27,1.78,0.0,0.0,0.0
118,118,2009.0,ARM,0.0,0.0,1.08,2.29,2.0,0.0,0.0,0.0
119,119,2010.0,ARM,0.0,0.0,1.35,2.29,2.53,0.0,0.01,0.0
120,120,2011.0,ARM,0.0,0.0,2.25,2.36,2.46,0.0,0.0,0.0
121,121,2012.0,ARM,0.0,0.0,3.19,2.12,2.3,0.0,0.0,0.0
122,122,2013.0,ARM,0.0,0.0,2.98,2.17,2.15,0.0,0.0,0.0
123,123,2014.0,ARM,0.0,0.0,3.09,2.27,1.97,0.0,0.0,0.0
124,124,2015.0,ARM,0.0,0.0,2.63,2.57,2.18,0.0,0.0,0.0
125,125,2016.0,ARM,0.0,0.0,2.43,2.19,2.33,0.0,0.0,0.0
126,126,2017.0,ARM,0.0,0.0,2.7,2.41,2.25,0.0,0.0,0.0
127,127,2018.0,ARM,0.0,0.0,3.17,1.9,2.29,0.02,0.0,0.0
128,128,2019.0,ARM,0.0,0.0,2.86,2.03,2.35,0.02,0.0,0.0
129,129,2020.0,ARM,0.0,0.0,2.98,2.55,1.78,0.02,0.0,0.0
130,130,2021.0,ARM,0.0,0.0,3.02,2.61,1.84,0.02,0.0,0.0
131,131,2000.0,AUS,1.914,180.26,16.758,0.0,16.466,0.047,0.134,0.89
132,132,2001.0,AUS,2.245,179.877,24.5,0.0,16.124,0.054,0.287,0.798
133,133,2002.0,AUS,2.053,171.862,30.553,0.0,16.095,0.058,0.534,1.267
134,134,2003.0,AUS,1.525,173.606,30.147,0.0,16.211,0.063,0.704,1.692
135,135,2004.0,AUS,2.115,178.961,27.361,0.0,15.687,0.073,0.795,2.815
136,136,2005.0,AUS,2.95,182.975,23.264,0.0,15.466,0.084,1.299,3.871
137,137,2006.0,AUS,2.976,185.764,27.288,0.0,14.945,0.097,2.162,3.932
138,138,2007.0,AUS,3.476,185.486,33.403,0.0,13.049,0.114,2.852,4.275
139,139,2008.0,AUS,3.723,184.24,36.308,0.0,11.815,0.139,3.458,3.696
140,140,2009.0,AUS,3.247,182.022,41.123,0.0,12.642,0.29,4.438,2.787
141,141,2010.0,AUS,3.1,176.02,46.791,0.0,13.746,0.978,4.985,2.442
142,142,2011.0,AUS,2.898,171.984,48.784,0.0,19.572,2.045,6.432,2.574
143,143,2012.0,AUS,3.583,165.384,49.812,0.0,17.036,2.412,7.725,3.098
144,144,2013.0,AUS,4.738,155.447,52.724,0.0,19.089,3.847,9.259,3.332
145,145,2014.0,AUS,5.92,155.229,53.655,0.0,14.484,4.952,9.777,3.546
146,146,2015.0,AUS,6.162,162.202,49.706,0.0,14.087,6.196,11.833,3.678
147,147,2016.0,AUS,5.718,162.357,48.111,0.0,17.629,7.44,13.04,3.628
148,148,2017.0,AUS,5.273,159.169,55.088,0.0,13.5,8.918,13.211,3.562
149,149,2018.0,AUS,4.901,156.556,51.465,0.0,17.311,12.333,16.262,3.588
150,150,2019.0,AUS,4.727,149.841,55.711,0.0,14.021,18.297,19.472,3.468
151,151,2020.0,AUS,4.506,142.935,53.124,0.0,14.421,23.843,22.607,3.41
152,152,2021.0,AUS,4.707,137.398,47.631,0.0,15.996,31.194,26.796,3.344
153,153,2000.0,AUT,2.84,5.72,7.85,0.0,41.836,0.003,0.067,1.528
154,154,2001.0,AUT,3.18,6.89,8.75,0.0,40.455,0.005,0.172,1.668
155,155,2002.0,AUT,2.87,6.61,9.31,0.0,40.227,0.009,0.203,1.52
156,156,2003.0,AUT,3.22,8.44,11.16,0.0,33.215,0.015,0.366,1.712
157,157,2004.0,AUT,3.45,7.91,10.95,0.0,36.762,0.018,0.924,2.06
158,158,2005.0,AUT,3.41,7.17,13.03,0.0,37.095,0.021,1.331,2.44
159,159,2006.0,AUT,3.58,7.37,10.67,0.0,35.656,0.022,1.753,3.255
160,160,2007.0,AUT,3.24,6.6,9.9,0.0,37.054,0.024,2.037,4.079
161,161,2008.0,AUT,3.26,5.53,11.18,0.0,38.329,0.03,2.011,4.178
162,162,2009.0,AUT,3.02,3.76,12.34,0.0,40.896,0.049,1.954,4.295
163,163,2010.0,AUT,3.65,4.92,14.35,0.0,38.363,0.089,2.064,4.5
164,164,2011.0,AUT,3.48,5.43,12.44,0.0,34.237,0.174,1.936,4.572
165,165,2012.0,AUT,3.27,4.39,9.71,0.0,43.848,0.337,2.462,4.691
166,166,2013.0,AUT,3.23,4.21,6.65,0.0,42.017,0.626,3.153,4.71
167,167,2014.0,AUT,3.16,2.94,5.32,0.0,41.007,0.785,3.846,4.562
168,168,2015.0,AUT,3.65,2.95,7.66,0.0,37.157,0.937,4.84,4.663
169,169,2016.0,AUT,3.64,2.04,8.49,0.0,39.971,1.096,5.235,4.796
170,170,2017.0,AUT,3.7,1.76,10.91,0.0,38.294,1.269,6.572,4.933
171,171,2018.0,AUT,3.25,1.81,9.92,0.0,37.638,1.455,6.03,4.943
172,172,2019.0,AUT,3.4,1.5,11.57,0.0,40.826,1.702,7.45,4.668
173,173,2020.0,AUT,3.4,0.58,10.58,0.0,41.998,2.043,6.792,4.601
174,174,2021.0,AUT,3.4,0.24,10.84,0.0,42.852,2.125,6.752,4.393
175,175,2000.0,AZE,7.89,0.0,8.25,0.0,1.534,0.0,0.0,0.0
176,176,2001.0,AZE,8.12,0.0,8.49,0.0,1.301,0.0,0.0,0.0
177,177,2002.0,AZE,7.45,0.0,9.02,0.0,2.02,0.0,0.0,0.0
178,178,2003.0,AZE,8.0,0.0,9.69,0.0,2.47,0.0,0.0,0.0
179,179,2004.0,AZE,8.03,0.0,9.73,0.0,2.755,0.0,0.0,0.0
180,180,2005.0,AZE,7.74,0.0,9.38,0.0,3.009,0.0,0.0,0.0
181,181,2006.0,AZE,8.96,0.0,10.86,0.0,2.518,0.0,0.0,0.0
182,182,2007.0,AZE,8.28,0.0,10.03,0.0,2.364,0.0,0.0,0.0
183,183,2008.0,AZE,8.25,0.0,10.0,0.0,2.232,0.0,0.0,0.0
184,184,2009.0,AZE,6.4,0.0,9.16,0.0,2.308,0.0,0.002,0.0
185,185,2010.0,AZE,5.9,0.0,8.44,0.0,3.446,0.0,0.001,0.0
186,186,2011.0,AZE,6.81,0.0,9.75,0.0,2.676,0.0,0.0,0.0
187,187,2012.0,AZE,8.19,0.0,11.71,0.0,1.821,0.0,0.0,0.0
188,188,2013.0,AZE,7.46,0.0,13.1,0.0,1.489,0.001,0.001,0.067
189,189,2014.0,AZE,7.99,0.0,14.03,0.0,1.3,0.003,0.002,0.087
190,190,2015.0,AZE,7.86,0.0,13.8,0.0,1.638,0.005,0.005,0.091
191,191,2016.0,AZE,7.83,0.0,13.74,0.0,1.959,0.035,0.023,0.087
192,192,2017.0,AZE,7.68,0.0,13.49,0.0,1.746,0.037,0.022,0.085
193,193,2018.0,AZE,7.96,0.0,13.98,0.0,1.768,0.039,0.083,0.081
194,194,2019.0,AZE,7.84,0.0,15.07,0.0,1.565,0.044,0.105,0.098
195,195,2020.0,AZE,7.92,0.0,15.23,0.0,1.069,0.047,0.096,0.1
196,196,2021.0,AZE,8.15,0.0,15.7,0.0,1.277,0.055,0.091,0.097
197,197,2000.0,BDI,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
198,198,2001.0,BDI,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0
199,199,2002.0,BDI,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0
200,200,2003.0,BDI,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
201,201,2004.0,BDI,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0
202,202,2005.0,BDI,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0
203,203,2006.0,BDI,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0
204,204,2007.0,BDI,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0
205,205,2008.0,BDI,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0
206,206,2009.0,BDI,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0
207,207,2010.0,BDI,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0
208,208,2011.0,BDI,0.01,0.0,0.0,0.0,0.13,0.0,0.0,0.0
209,209,2012.0,BDI,0.01,0.0,0.0,0.0,0.14,0.0,0.0,0.0
210,210,2013.0,BDI,0.03,0.0,0.0,0.0,0.14,0.0,0.0,0.01
211,211,2014.0,BDI,0.04,0.0,0.0,0.0,0.14,0.0,0.0,0.01
212,212,2015.0,BDI,0.03,0.0,0.0,0.0,0.14,0.0,0.0,0.01
213,213,2016.0,BDI,0.03,0.0,0.0,0.0,0.14,0.01,0.0,0.01
214,214,2017.0,BDI,0.08,0.0,0.0,0.0,0.19,0.01,0.0,0.01
215,215,2018.0,BDI,0.1,0.0,0.0,0.0,0.15,0.01,0.0,0.01
216,216,2019.0,BDI,0.12,0.0,0.0,0.0,0.22,0.01,0.0,0.01
217,217,2020.0,BDI,0.11,0.0,0.0,0.0,0.22,0.01,0.0,0.01
218,218,2021.0,BDI,0.14,0.0,0.0,0.0,0.16,0.01,0.0,0.01
219,219,2000.0,BEL,4.68,12.92,15.98,48.157,0.46,0.0,0.016,0.568
220,220,2001.0,BEL,5.48,9.94,15.78,46.349,0.441,0.0,0.037,0.597
221,221,2002.0,BEL,4.54,10.03,17.87,47.36,0.36,0.0,0.057,0.721
222,222,2003.0,BEL,3.74,9.64,21.61,47.379,0.247,0.0,0.088,0.857
223,223,2004.0,BEL,4.92,9.15,21.48,47.312,0.317,0.001,0.142,1.037
224,224,2005.0,BEL,4.69,8.2,22.85,47.595,0.288,0.001,0.227,1.59
225,225,2006.0,BEL,4.62,6.85,23.02,46.645,0.359,0.002,0.366,2.225
226,226,2007.0,BEL,3.71,6.47,25.39,48.227,0.389,0.006,0.491,2.6
227,227,2008.0,BEL,3.16,5.55,24.65,45.568,0.41,0.042,0.637,3.329
228,228,2009.0,BEL,2.57,5.18,29.31,47.222,0.328,0.166,0.996,3.949
229,229,2010.0,BEL,3.35,4.2,32.16,47.944,0.312,0.56,1.292,4.33
230,230,2011.0,BEL,3.59,3.48,25.43,48.234,0.196,1.169,2.312,4.7
231,231,2012.0,BEL,3.66,3.39,23.57,40.295,0.357,2.148,2.751,5.202
232,232,2013.0,BEL,3.56,3.01,20.8,42.644,0.38,2.644,3.665,5.042
233,233,2014.0,BEL,3.65,2.09,19.34,33.703,0.295,2.886,4.615,4.425
234,234,2015.0,BEL,3.54,2.07,22.03,26.103,0.318,3.056,5.574,5.512
235,235,2016.0,BEL,3.78,0.39,22.12,43.523,0.37,3.095,5.417,5.375
236,236,2017.0,BEL,3.88,0.09,23.03,42.227,0.27,3.308,6.518,5.711
237,237,2018.0,BEL,3.76,0.09,23.99,28.597,0.292,3.903,7.571,5.419
238,238,2019.0,BEL,3.77,0.09,25.52,43.524,0.302,4.252,9.75,5.174
239,239,2020.0,BEL,3.5,0.09,25.82,34.435,0.267,5.105,12.764,5.275
240,240,2021.0,BEL,3.62,0.09,21.14,50.578,0.374,5.608,11.879,4.916
241,241,2000.0,BEN,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,242,2001.0,BEN,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,243,2002.0,BEN,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,244,2003.0,BEN,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,245,2004.0,BEN,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,246,2005.0,BEN,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,247,2006.0,BEN,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,248,2007.0,BEN,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,249,2008.0,BEN,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,250,2009.0,BEN,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,251,2010.0,BEN,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,252,2011.0,BEN,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,253,2012.0,BEN,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,254,2013.0,BEN,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,2014.0,BEN,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,256,2015.0,BEN,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,257,2016.0,BEN,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,258,2017.0,BEN,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,259,2018.0,BEN,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,260,2019.0,BEN,0.19,0.0,0.0,0.0,0.0,0.01,0.0,0.0
261,261,2020.0,BEN,0.22,0.0,0.0,0.0,0.0,0.01,0.0,0.0
262,262,2000.0,BFA,0.22,0.0,0.0,0.0,0.1,0.0,0.0,0.0
263,263,2001.0,BFA,0.27,0.0,0.0,0.0,0.05,0.0,0.0,0.0
264,264,2002.0,BFA,0.3,0.0,0.0,0.0,0.06,0.0,0.0,0.0
265,265,2003.0,BFA,0.35,0.0,0.0,0.0,0.1,0.0,0.0,0.0
266,266,2004.0,BFA,0.37,0.0,0.0,0.0,0.1,0.0,0.0,0.0
267,267,2005.0,BFA,0.39,0.0,0.0,0.0,0.1,0.0,0.0,0.0
268,268,2006.0,BFA,0.44,0.0,0.0,0.0,0.08,0.0,0.0,0.0
269,269,2007.0,BFA,0.47,0.0,0.0,0.0,0.11,0.0,0.0,0.0
270,270,2008.0,BFA,0.45,0.0,0.0,0.0,0.13,0.0,0.0,0.0
271,271,2009.0,BFA,0.53,0.0,0.0,0.0,0.13,0.0,0.0,0.0
272,272,2010.0,BFA,0.51,0.0,0.0,0.0,0.12,0.01,0.0,0.0
273,273,2011.0,BFA,0.6,0.0,0.0,0.0,0.08,0.01,0.0,0.0
274,274,2012.0,BFA,0.76,0.0,0.0,0.0,0.1,0.01,0.0,0.0
275,275,2013.0,BFA,0.87,0.0,0.0,0.0,0.11,0.01,0.0,0.0
276,276,2014.0,BFA,1.02,0.0,0.0,0.0,0.09,0.01,0.0,0.0
277,277,2015.0,BFA,1.34,0.0,0.0,0.0,0.09,0.01,0.0,0.0
278,278,2016.0,BFA,1.4,0.0,0.0,0.0,0.14,0.02,0.0,0.0
279,279,2017.0,BFA,1.49,0.0,0.0,0.0,0.13,0.03,0.0,0.0
280,280,2018.0,BFA,1.42,0.0,0.0,0.0,0.13,0.05,0.0,0.0
281,281,2019.0,BFA,1.51,0.0,0.0,0.0,0.11,0.05,0.0,0.0
282,282,2020.0,BFA,1.44,0.0,0.0,0.0,0.11,0.05,0.0,0.0
283,283,2000.0,BGD,7.94,0.0,5.99,0.0,0.749,0.0,0.0,0.0
284,284,2001.0,BGD,7.8,0.0,7.61,0.0,0.993,0.0,0.0,0.0
285,285,2002.0,BGD,7.55,0.0,9.0,0.0,0.749,0.0,0.0,0.0
286,286,2003.0,BGD,7.97,0.0,9.5,0.0,0.749,0.001,0.0,0.0
287,287,2004.0,BGD,10.06,0.0,11.99,0.0,0.749,0.002,0.0,0.0
288,288,2005.0,BGD,10.77,0.0,13.38,0.0,0.749,0.003,0.0,0.0
289,289,2006.0,BGD,11.79,1.42,14.65,0.0,0.749,0.005,0.002,0.0
290,290,2007.0,BGD,11.55,1.39,15.51,0.0,0.749,0.009,0.002,0.0
291,291,2008.0,BGD,12.73,1.53,17.1,0.0,0.95,0.015,0.003,0.0
292,292,2009.0,BGD,14.04,1.69,18.87,0.0,0.417,0.025,0.005,0.001
293,293,2010.0,BGD,14.56,1.75,21.34,0.0,0.729,0.044,0.005,0.002
294,294,2011.0,BGD,15.85,1.77,23.05,0.0,0.872,0.058,0.005,0.003
295,295,2012.0,BGD,17.75,1.75,25.4,0.0,0.777,0.091,0.005,0.004
296,296,2013.0,BGD,17.6,1.73,29.6,0.0,0.728,0.13,0.005,0.005
297,297,2014.0,BGD,18.04,1.78,31.95,0.0,0.566,0.167,0.005,0.006
298,298,2015.0,BGD,15.82,1.56,37.38,0.0,0.898,0.198,0.005,0.003
299,299,2016.0,BGD,16.98,1.66,44.93,0.0,0.885,0.22,0.005,0.003
300,300,2017.0,BGD,15.97,1.56,50.06,0.0,1.03,0.253,0.005,0.003
301,301,2018.0,BGD,15.58,3.2,53.79,0.0,0.865,0.275,0.005,0.003
302,302,2019.0,BGD,15.23,3.12,60.02,0.0,0.823,0.328,0.005,0.003
303,303,2020.0,BGD,13.25,9.55,51.62,0.0,0.701,0.39,0.005,0.003
304,304,2021.0,BGD,17.08,9.59,48.73,0.0,0.682,0.451,0.005,0.003
305,305,2000.0,BGR,0.94,16.94,1.91,18.178,2.673,0.0,0.0,0.0
306,306,2001.0,BGR,0.84,19.5,1.91,19.553,1.737,0.0,0.0,0.0
307,307,2002.0,BGR,1.03,17.18,1.54,20.222,2.194,0.0,0.0,0.0
308,308,2003.0,BGR,1.02,19.24,1.76,17.28,3.029,0.0,0.0,0.0
