id,pais_id,anio,poblacion,pbi,gen_elect,dem_elect
2033,LBN,2002.0,4182205.0,38760996864.0,11.05,11.95
2034,LBN,2003.0,4388378.0,42758062080.0,11.98,12.51
2035,LBN,2004.0,4569377.0,48734072832.0,11.79,12.01
2036,LBN,2005.0,4698761.0,52444897280.0,11.74,12.2
2037,LBN,2006.0,4759760.0,54750392320.0,10.95,11.88
2038,LBN,2007.0,4767347.0,60406931456.0,11.37,12.34
2039,LBN,2008.0,4764745.0,66812624896.0,12.58,13.14
2040,LBN,2009.0,4813026.0,75927797760.0,12.98,14.13
2041,LBN,2010.0,4953064.0,86947323904.0,14.81,16.06
2042,LBN,2011.0,5202022.0,94869528576.0,15.37,16.21
2043,LBN,2012.0,5537620.0,101518524416.0,15.54,15.86
2044,LBN,2013.0,5913016.0,100029005824.0,17.75,18.27
2045,LBN,2014.0,6261046.0,94385545216.0,16.9,17.04
2046,LBN,2015.0,6532681.0,95081783296.0,17.55,17.82
2047,LBN,2016.0,6714281.0,97868324864.0,18.26,18.33
2048,LBN,2017.0,6819373.0,98701180928.0,19.99,20.52
2049,LBN,2018.0,6859408.0,96800194560.0,20.0,20.01
2050,LBN,2019.0,6855709.0,,20.03,20.93
2051,LBN,2020.0,6825442.0,,19.38,20.28
2052,LBR,2000.0,2848447.0,2767093248.0,0.2,0.2
2053,LBR,2001.0,2953928.0,3200677120.0,0.2,0.2
2054,LBR,2002.0,3024727.0,3998735616.0,0.2,0.2
2055,LBR,2003.0,3077055.0,2541250560.0,0.2,0.2
2056,LBR,2004.0,3135654.0,2286431744.0,0.2,0.2
2057,LBR,2005.0,3218114.0,2369891584.0,0.2,0.2
2058,LBR,2006.0,3329211.0,2547129088.0,0.2,0.2
2059,LBR,2007.0,3461911.0,2664910080.0,0.25,0.25
2060,LBR,2008.0,3607863.0,2922602240.0,0.25,0.25
2061,LBR,2009.0,3754129.0,3108979968.0,0.25,0.25
2062,LBR,2010.0,3891357.0,3260614912.0,0.25,0.25
2063,LBR,2011.0,4017446.0,3266880000.0,0.28,0.28
2064,LBR,2012.0,4135662.0,3532272896.0,0.28,0.28
2065,LBR,2013.0,4248337.0,3819599872.0,0.28,0.28
2066,LBR,2014.0,4359508.0,3843632128.0,0.28,0.28
2067,LBR,2015.0,4472229.0,3857900032.0,0.29,0.29
2068,LBR,2016.0,4586788.0,3793504000.0,0.38,0.38
2069,LBR,2017.0,4702224.0,3885372928.0,0.37,0.37
2070,LBR,2018.0,4818976.0,3936415744.0,0.32,0.32
2071,LBR,2019.0,4937374.0,,0.31,0.31
2072,LBR,2020.0,5057677.0,,0.89,0.89
2073,LBY,2000.0,5357893.0,49983479808.0,14.56,14.56
2074,LBY,2001.0,5443249.0,54225657856.0,15.14,15.14
2075,LBY,2002.0,5531097.0,57785786368.0,16.48,16.48
2076,LBY,2003.0,5620545.0,70475227136.0,17.81,17.81
2077,LBY,2004.0,5710163.0,79415615488.0,18.99,18.99
2078,LBY,2005.0,5798615.0,94523187200.0,21.31,21.36
2079,LBY,2006.0,5886874.0,108872966144.0,23.27,23.3
2080,LBY,2007.0,5974786.0,123716337664.0,24.66,24.63
2081,LBY,2008.0,6058740.0,153726681088.0,28.88,28.83
2082,LBY,2009.0,6133987.0,165559664640.0,29.18,29.15
2083,LBY,2010.0,6197667.0,187528527872.0,30.61,30.53
2084,LBY,2011.0,6247438.0,79210020864.0,24.45,24.39
2085,LBY,2012.0,6285751.0,174091337728.0,32.22,32.27
2086,LBY,2013.0,6320350.0,80095117312.0,35.64,35.7
2087,LBY,2014.0,6362039.0,59998892032.0,35.47,35.56
2088,LBY,2015.0,6418315.0,53558087680.0,35.26,35.26
2089,LBY,2016.0,6492160.0,51938050048.0,29.54,29.92
2090,LBY,2017.0,6580723.0,85185675264.0,31.29,31.59
2091,LBY,2018.0,6678565.0,100416020480.0,32.12,32.59
2092,LBY,2019.0,6777453.0,,31.69,32.16
2093,LBY,2020.0,6871287.0,,30.09,30.56
2094,LBY,2021.0,6958538.0,,,
2095,LCA,2000.0,156737.0,1100265088.0,0.26,0.26
2096,LCA,2001.0,158184.0,1080200320.0,0.27,0.27
2097,LCA,2002.0,159392.0,1106971904.0,0.27,0.27
2098,LCA,2003.0,160530.0,1185932160.0,0.28,0.28
2099,LCA,2004.0,161821.0,1306608256.0,0.29,0.29
2100,LCA,2005.0,163408.0,1321769088.0,0.3,0.3
2101,LCA,2006.0,165378.0,1443383680.0,0.31,0.31
2102,LCA,2007.0,167644.0,1491085440.0,0.32,0.32
2103,LCA,2008.0,170011.0,1589069440.0,0.33,0.33
2104,LCA,2009.0,172223.0,1609861504.0,0.34,0.34
2105,LCA,2010.0,174092.0,1619438336.0,0.36,0.36
2106,LCA,2011.0,175538.0,1661309952.0,0.36,0.36
2107,LCA,2012.0,176654.0,1630854016.0,0.36,0.36
2108,LCA,2013.0,177505.0,1636030976.0,0.36,0.36
2109,LCA,2014.0,178307.0,1635704960.0,0.36,0.36
2110,LCA,2015.0,179131.0,1670339968.0,0.36,0.36
2111,LCA,2016.0,180028.0,1678211968.0,0.37,0.37
2112,LCA,2017.0,180955.0,1722539136.0,0.38,0.38
2113,LCA,2018.0,181890.0,1733778304.0,0.37,0.37
2114,LCA,2019.0,182795.0,,0.35,0.35
2115,LCA,2020.0,183629.0,,0.33,0.33
2116,LKA,2000.0,18777606.0,109929504768.0,6.97,6.45
2117,LKA,2001.0,18911726.0,106524524544.0,6.801,6.53
2118,LKA,2002.0,19062476.0,109263151104.0,7.104,6.8
2119,LKA,2003.0,19224036.0,114821947392.0,8.125,7.41
2120,LKA,2004.0,19387152.0,120199782400.0,8.744,7.88
2121,LKA,2005.0,19544988.0,126997200896.0,8.848,8.93
2122,LKA,2006.0,19695976.0,136077287424.0,9.498,8.41
2123,LKA,2007.0,19842044.0,144588128256.0,9.901,9.51
2124,LKA,2008.0,19983984.0,152344330240.0,10.003,9.62
2125,LKA,2009.0,20123508.0,156834529280.0,9.987,9.61
2126,LKA,2010.0,20261738.0,168381513728.0,10.801,10.44
2127,LKA,2011.0,20398496.0,181535899648.0,11.6,11.19
2128,LKA,2012.0,20532600.0,198073286656.0,11.898,11.37
2129,LKA,2013.0,20663052.0,204781568000.0,12.029,11.66
2130,LKA,2014.0,20788512.0,215248519168.0,12.867,11.96
2131,LKA,2015.0,20908024.0,226113847296.0,13.226,12.71
2132,LKA,2016.0,21021178.0,236870762496.0,14.361,13.66
2133,LKA,2017.0,21128028.0,245345992704.0,14.984,14.72
2134,LKA,2018.0,21228760.0,253457137664.0,16.217,14.85
2135,LKA,2019.0,21323734.0,,16.762,15.33
2136,LKA,2020.0,21413250.0,,16.825,15.21
2137,LKA,2021.0,21497306.0,,17.407,
2138,LSO,2000.0,2032805.0,3769602304.0,0.29,0.3
2139,LSO,2001.0,2035738.0,3838921216.0,0.28,0.32
2140,LSO,2002.0,2029832.0,3773087744.0,0.31,0.33
2141,LSO,2003.0,2018355.0,3857951232.0,0.32,0.36
2142,LSO,2004.0,2005953.0,3857815808.0,0.3,0.33
2143,LSO,2005.0,1996115.0,3870538496.0,0.46,0.47
2144,LSO,2006.0,1989933.0,3946096640.0,0.52,0.56
2145,LSO,2007.0,1986926.0,4038812416.0,0.55,0.6
2146,LSO,2008.0,1987130.0,4170596864.0,0.58,0.63
2147,LSO,2009.0,1990135.0,4214040576.0,0.65,0.77
2148,LSO,2010.0,1995575.0,4442653696.0,0.69,0.89
2149,LSO,2011.0,2003793.0,4516049920.0,0.49,0.75
2150,LSO,2012.0,2014988.0,4740080128.0,0.49,0.8
2151,LSO,2013.0,2028528.0,4954224128.0,0.51,0.79
2152,LSO,2014.0,2043448.0,5134647808.0,0.52,0.79
2153,LSO,2015.0,2059011.0,5279079936.0,0.53,0.79
2154,LSO,2016.0,2075041.0,5403951104.0,0.52,0.89
2155,LSO,2017.0,2091532.0,5327153664.0,0.54,0.93
2156,LSO,2018.0,2108327.0,5360395776.0,0.54,0.94
2157,LSO,2019.0,2125267.0,,0.5,1.04
2158,LSO,2020.0,2142252.0,,0.5,1.04
2159,LTU,2000.0,3501842.0,37788340224.0,11.425,9.69
2160,LTU,2001.0,3473623.0,40252133376.0,14.737,10.33
2161,LTU,2002.0,3444777.0,42971131904.0,17.721,10.66
2162,LTU,2003.0,3414367.0,47492665344.0,19.488,11.13
2163,LTU,2004.0,3381134.0,50600710144.0,19.274,11.39
2164,LTU,2005.0,3344259.0,54504800256.0,14.784,11.25
2165,LTU,2006.0,3303329.0,58536325120.0,12.482,11.44
2166,LTU,2007.0,3258984.0,65020497920.0,14.007,11.86
2167,LTU,2008.0,3212867.0,66724208640.0,14.01,12.13
2168,LTU,2009.0,3167270.0,56833646592.0,15.358,11.44
2169,LTU,2010.0,3123825.0,57760002048.0,5.749,10.74
2170,LTU,2011.0,3083402.0,61248360448.0,4.822,10.73
2171,LTU,2012.0,3045561.0,63596855296.0,5.042,10.92
2172,LTU,2013.0,3008938.0,65826070528.0,4.761,10.93
2173,LTU,2014.0,2971498.0,68128043008.0,4.397,11.08
2174,LTU,2015.0,2931872.0,69339054080.0,4.933,11.21
2175,LTU,2016.0,2889555.0,70911025152.0,4.266,11.68
2176,LTU,2017.0,2845419.0,73923043328.0,4.187,12.03
2177,LTU,2018.0,2801270.0,76617523200.0,3.511,12.38
2178,LTU,2019.0,2759631.0,,3.972,12.48
2179,LTU,2020.0,2722291.0,,5.517,12.12
2180,LTU,2021.0,2689862.0,,4.784,12.58
2181,LUX,2000.0,436106.0,21906683904.0,1.166,6.11
2182,LUX,2001.0,440197.0,22374428672.0,1.621,6.19
2183,LUX,2002.0,443727.0,23139020800.0,3.699,6.27
2184,LUX,2003.0,447317.0,23425226752.0,3.621,6.55
2185,LUX,2004.0,451822.0,24177319936.0,4.132,6.74
2186,LUX,2005.0,457848.0,24847697920.0,4.129,6.61
2187,LUX,2006.0,465611.0,26033442816.0,4.334,7.1
2188,LUX,2007.0,474917.0,28098930688.0,4.001,7.15
2189,LUX,2008.0,485403.0,27632140288.0,3.557,7.07
2190,LUX,2009.0,496536.0,26325504000.0,3.878,6.57
2191,LUX,2010.0,507890.0,27499366400.0,4.591,7.3
2192,LUX,2011.0,519312.0,28088633344.0,3.716,7.12
2193,LUX,2012.0,530855.0,27989147648.0,3.817,6.87
2194,LUX,2013.0,542554.0,29106192384.0,2.889,6.78
2195,LUX,2014.0,554512.0,30743879680.0,2.965,6.8
2196,LUX,2015.0,566741.0,31975024640.0,2.766,6.94
2197,LUX,2016.0,579266.0,33357813760.0,2.198,7.09
2198,LUX,2017.0,591914.0,33958649856.0,2.235,7.08
2199,LUX,2018.0,604244.0,35015057408.0,2.201,7.12
2200,LUX,2019.0,615730.0,,1.908,6.95
2201,LUX,2020.0,625976.0,,2.234,6.69
2202,LUX,2021.0,634814.0,,2.306,7.0
2203,LVA,2000.0,2384150.0,26780788736.0,4.136,5.93
2204,LVA,2001.0,2358689.0,28293371904.0,4.28,6.15
2205,LVA,2002.0,2332528.0,30072958976.0,3.975,6.32
2206,LVA,2003.0,2305845.0,32361883648.0,3.975,6.6
2207,LVA,2004.0,2278922.0,34792599552.0,4.689,6.79
2208,LVA,2005.0,2251996.0,38221836288.0,4.906,7.07
2209,LVA,2006.0,2225063.0,42441265152.0,4.891,7.4
2210,LVA,2007.0,2198089.0,46307684352.0,4.771,7.76
2211,LVA,2008.0,2171248.0,44298825728.0,5.274,7.79
2212,LVA,2009.0,2144784.0,37661278208.0,5.569,7.22
2213,LVA,2010.0,2118855.0,35958493184.0,6.627,7.5
2214,LVA,2011.0,2093606.0,37962579968.0,6.094,7.33
2215,LVA,2012.0,2069018.0,39482474496.0,6.167,7.86
2216,LVA,2013.0,2044950.0,40519245824.0,6.209,7.56
2217,LVA,2014.0,2021220.0,41379799040.0,5.141,7.46
2218,LVA,2015.0,1997675.0,42500100096.0,5.533,7.36
2219,LVA,2016.0,1974265.0,43297222656.0,6.425,7.45
2220,LVA,2017.0,1951097.0,44937031680.0,7.531,7.47
2221,LVA,2018.0,1928461.0,46862479360.0,6.725,7.63
2222,LVA,2019.0,1906740.0,,6.438,7.56
2223,LVA,2020.0,1886202.0,,5.727,7.4
2224,LVA,2021.0,1866934.0,,5.827,7.75
2225,MAR,2000.0,28793672.0,136310685696.0,12.863,14.13
2226,MAR,2001.0,29126322.0,146279415808.0,15.046,15.65
2227,MAR,2002.0,29454766.0,150893953024.0,15.228,16.51
2228,MAR,2003.0,29782884.0,159964561408.0,16.52,17.9
2229,MAR,2004.0,30115196.0,167760838656.0,17.572,19.01
2230,MAR,2005.0,30455562.0,173624639488.0,19.723,19.57
2231,MAR,2006.0,30804690.0,187290255360.0,20.451,21.27
2232,MAR,2007.0,31163670.0,194460172288.0,20.313,22.79
2233,MAR,2008.0,31536806.0,206522777600.0,20.991,23.9
2234,MAR,2009.0,31929088.0,215877484544.0,21.655,24.64
2235,MAR,2010.0,32343384.0,224738361344.0,23.683,26.41
2236,MAR,2011.0,32781860.0,237165936640.0,25.356,28.27
2237,MAR,2012.0,33241898.0,244646084608.0,27.659,30.68
2238,MAR,2013.0,33715704.0,256075628544.0,28.121,30.77
2239,MAR,2014.0,34192360.0,262911197184.0,29.278,32.24
2240,MAR,2015.0,34663608.0,275091619840.0,30.321,32.97
2241,MAR,2016.0,35126272.0,279436951552.0,30.716,33.63
2242,MAR,2017.0,35581256.0,291271114752.0,31.631,35.38
2243,MAR,2018.0,36029088.0,299980095488.0,34.442,35.14
2244,MAR,2019.0,36471764.0,,40.148,36.3
2245,MAR,2020.0,36910560.0,,38.472,35.7
2246,MAR,2021.0,37344784.0,,41.025,
2247,MDA,2000.0,4202659.0,12554040320.0,5.31,7.11
2248,MDA,2001.0,4187097.0,13087727616.0,5.64,7.14
2249,MDA,2002.0,4178228.0,13857802240.0,5.44,7.68
2250,MDA,2003.0,4173276.0,14513543168.0,5.62,9.07
2251,MDA,2004.0,4167962.0,15302827008.0,5.47,8.41
2252,MDA,2005.0,4159296.0,16157469696.0,5.64,8.78
2253,MDA,2006.0,4146264.0,16628243456.0,5.74,9.25
2254,MDA,2007.0,4130129.0,16819761152.0,4.55,7.48
2255,MDA,2008.0,4112886.0,17815152640.0,4.68,7.64
2256,MDA,2009.0,4097515.0,16449232896.0,4.84,6.3
2257,MDA,2010.0,4086090.0,17302214656.0,1.07,4.1
2258,MDA,2011.0,4079167.0,18154272768.0,1.02,4.17
2259,MDA,2012.0,4075804.0,18018830336.0,0.93,4.21
2260,MDA,2013.0,4074585.0,19713341440.0,0.91,4.24
2261,MDA,2014.0,4073407.0,20658520064.0,0.96,4.3
2262,MDA,2015.0,4070705.0,20576700416.0,0.93,4.25
2263,MDA,2016.0,4066013.0,21399023616.0,0.9,4.23
2264,MDA,2017.0,4059687.0,22402852864.0,0.9,4.31
2265,MDA,2018.0,4051950.0,23299414016.0,0.95,4.45
2266,MDA,2019.0,4043258.0,,0.93,4.43
2267,MDA,2020.0,4033963.0,,4.42,5.05
2268,MDA,2021.0,4024025.0,,4.89,5.51
2269,MDG,2000.0,15766806.0,19464169472.0,0.78,0.78
2270,MDG,2001.0,16260933.0,20859228160.0,0.89,0.89
2271,MDG,2002.0,16765121.0,18482849792.0,0.87,0.87
2272,MDG,2003.0,17279138.0,20521011200.0,0.99,0.99
2273,MDG,2004.0,17802992.0,21848336384.0,1.1,1.1
2274,MDG,2005.0,18336722.0,23144978432.0,1.11,1.11
2275,MDG,2006.0,18880266.0,24668766208.0,1.13,1.13
2276,MDG,2007.0,19433520.0,26556518400.0,1.18,1.18
2277,MDG,2008.0,19996476.0,28779950080.0,1.23,1.23
2278,MDG,2009.0,20569116.0,27740018688.0,1.23,1.23
2279,MDG,2010.0,21151640.0,28135004160.0,1.32,1.32
2280,MDG,2011.0,21743970.0,28854022144.0,1.34,1.34
2281,MDG,2012.0,22346640.0,29729054720.0,1.7,1.7
2282,MDG,2013.0,22961260.0,30395787264.0,1.85,1.85
2283,MDG,2014.0,23589896.0,31415408640.0,1.97,1.97
2284,MDG,2015.0,24234080.0,32385245184.0,2.06,2.06
2285,MDG,2016.0,24894370.0,33738278912.0,2.02,2.02
2286,MDG,2017.0,25570512.0,35065204736.0,2.2,2.2
2287,MDG,2018.0,26262312.0,36665933824.0,2.27,2.27
2288,MDG,2019.0,26969306.0,,1.84,1.84
2289,MDG,2020.0,27691020.0,,2.12,2.12
2290,MEX,2000.0,98899840.0,1241194692608.0,203.628,194.99
2291,MEX,2001.0,100298152.0,1251502718976.0,210.212,201.24
2292,MEX,2002.0,101684768.0,1275458093056.0,215.722,204.94
2293,MEX,2003.0,103081024.0,1306677477376.0,224.903,201.67
2294,MEX,2004.0,104514936.0,1373060333568.0,235.397,219.31
2295,MEX,2005.0,106005192.0,1427076808704.0,247.971,229.7
2296,MEX,2006.0,107560160.0,1510627082240.0,256.225,236.01
2297,MEX,2007.0,109170496.0,1572355440640.0,263.25,242.75
2298,MEX,2008.0,110815272.0,1607400947712.0,269.3,245.99
2299,MEX,2009.0,112463880.0,1543872708608.0,267.754,244.55
2300,MEX,2010.0,114092960.0,1637760630784.0,275.567,260.54
2301,MEX,2011.0,115695472.0,1716060815360.0,292.143,286.11
2302,MEX,2012.0,117274160.0,1785373786112.0,296.396,292.29
2303,MEX,2013.0,118827160.0,1810561761280.0,297.118,281.84
2304,MEX,2014.0,120355144.0,1851266170880.0,303.316,285.93
2305,MEX,2015.0,121858248.0,1899585208320.0,310.35,294.34
2306,MEX,2016.0,123333384.0,1923887267840.0,319.441,303.92
2307,MEX,2017.0,124777328.0,1964635193344.0,325.122,306.29
2308,MEX,2018.0,126190784.0,2006599729152.0,335.055,319.59
2309,MEX,2019.0,127575528.0,,344.579,317.17
2310,MEX,2020.0,128932752.0,,325.726,309.45
2311,MEX,2021.0,130262216.0,,336.029,320.62
2312,MKD,2000.0,2034823.0,16307994624.0,6.811,6.92
2313,MKD,2001.0,2042844.0,15900560384.0,6.362,6.8
2314,MKD,2002.0,2048929.0,16235362304.0,6.091,6.88
2315,MKD,2003.0,2053426.0,16692704256.0,6.738,7.68
2316,MKD,2004.0,2057044.0,17567377408.0,6.667,7.84
2317,MKD,2005.0,2060280.0,18483240960.0,6.942,8.54
2318,MKD,2006.0,2063132.0,19516264448.0,7.006,8.8
2319,MKD,2007.0,2065408.0,20864536576.0,6.498,8.99
2320,MKD,2008.0,2067309.0,22095099904.0,6.311,9.04
2321,MKD,2009.0,2069030.0,22109681664.0,6.828,8.26
2322,MKD,2010.0,2070737.0,22959144960.0,7.26,8.68
2323,MKD,2011.0,2072483.0,23603470336.0,6.759,9.44
2324,MKD,2012.0,2074274.0,23487100928.0,6.262,8.93
2325,MKD,2013.0,2076065.0,24174659584.0,6.094,8.52
2326,MKD,2014.0,2077780.0,25062699008.0,5.374,8.34
2327,MKD,2015.0,2079335.0,26042277888.0,5.646,8.16
2328,MKD,2016.0,2080746.0,26681432064.0,5.63,7.66
2329,MKD,2017.0,2081996.0,26969989120.0,5.6,7.58
2330,MKD,2018.0,2082957.0,27703576576.0,5.607,7.53
2331,MKD,2019.0,2083458.0,,5.87,7.7
2332,MKD,2020.0,2083379.0,,5.346,7.61
2333,MKD,2021.0,2082662.0,,5.528,7.71
2334,MLI,2000.0,10946448.0,12490369024.0,0.39,0.39
2335,MLI,2001.0,11271603.0,14257387520.0,0.4,0.4
2336,MLI,2002.0,11616890.0,14544527360.0,0.41,0.41
2337,MLI,2003.0,11982692.0,15730793472.0,0.43,0.43
2338,MLI,2004.0,12369078.0,15828927488.0,0.46,0.46
2339,MLI,2005.0,12775509.0,16700208128.0,0.78,0.78
2340,MLI,2006.0,13203378.0,17320427520.0,0.84,0.84
2341,MLI,2007.0,13651455.0,17779654656.0,0.83,0.83
2342,MLI,2008.0,14113578.0,18486106112.0,1.0,1.0
2343,MLI,2009.0,14581427.0,19186286592.0,1.12,1.12
2344,MLI,2010.0,15049352.0,20054726656.0,1.71,1.31
2345,MLI,2011.0,15514593.0,20518699008.0,1.9,1.48
2346,MLI,2012.0,15979492.0,20330371072.0,2.26,1.81
2347,MLI,2013.0,16449854.0,20797007872.0,2.28,2.18
2348,MLI,2014.0,16934212.0,22278942720.0,2.36,2.11
2349,MLI,2015.0,17438772.0,23621842944.0,2.32,2.15
2350,MLI,2016.0,17965448.0,24912134144.0,2.77,2.25
2351,MLI,2017.0,18512430.0,26166958080.0,3.29,2.82
2352,MLI,2018.0,19077756.0,27521622016.0,3.53,3.16
2353,MLI,2019.0,19658024.0,,3.32,2.97
2354,MLI,2020.0,20250834.0,,3.2,2.85
2355,MMR,2000.0,46719700.0,84093542400.0,4.89,4.89
2356,MMR,2001.0,47225116.0,92175081472.0,4.49,4.49
2357,MMR,2002.0,47702164.0,101591490560.0,4.98,4.98
2358,MMR,2003.0,48148908.0,113781440512.0,5.37,5.37
2359,MMR,2004.0,48564488.0,127115616256.0,5.39,5.39
2360,MMR,2005.0,48949928.0,142039121920.0,5.81,5.81
2361,MMR,2006.0,49301052.0,158028611584.0,5.97,5.97
2362,MMR,2007.0,49621480.0,174123352064.0,6.19,6.19
2363,MMR,2008.0,49929640.0,177512906752.0,6.43,6.43
2364,MMR,2009.0,50250368.0,183291527168.0,6.8,6.8
2365,MMR,2010.0,50600828.0,189724114944.0,7.34,7.34
2366,MMR,2011.0,50990612.0,197359075328.0,9.64,9.64
2367,MMR,2012.0,51413704.0,211845251072.0,10.49,10.49
2368,MMR,2013.0,51852464.0,229512151040.0,11.96,11.96
2369,MMR,2014.0,52280816.0,247629414400.0,13.76,13.76
2370,MMR,2015.0,52680724.0,265615310848.0,15.5,15.5
2371,MMR,2016.0,53045200.0,282251788288.0,17.31,14.93
2372,MMR,2017.0,53382520.0,298481287168.0,21.71,20.32
2373,MMR,2018.0,53708316.0,317599023104.0,23.78,22.93
2374,MMR,2019.0,54045420.0,,24.88,23.88
2375,MMR,2020.0,54409792.0,,23.24,22.24
2376,MMR,2021.0,54806016.0,,,
2377,MNE,2005.0,616388.0,5587145728.0,2.87,4.66
2378,MNE,2006.0,617863.0,6395709440.0,2.95,4.82
2379,MNE,2007.0,619554.0,7462959616.0,2.14,4.73
2380,MNE,2008.0,621312.0,8414771200.0,2.83,4.61
2381,MNE,2009.0,622933.0,8371377664.0,2.76,3.81
2382,MNE,2010.0,624279.0,9033098240.0,4.02,4.02
2383,MNE,2011.0,625271.0,9801452544.0,2.65,4.21
2384,MNE,2012.0,625931.0,9593079808.0,2.85,4.06
2385,MNE,2013.0,626342.0,9985414144.0,3.94,3.6
2386,MNE,2014.0,626650.0,10205667328.0,3.17,3.43
2387,MNE,2015.0,626957.0,10689585152.0,3.0,3.52
2388,MNE,2016.0,627271.0,10966155264.0,3.14,3.44
2389,MNE,2017.0,627563.0,11443806208.0,2.48,3.6
2390,MNE,2018.0,627803.0,11980409856.0,3.8,3.6
2391,MNE,2019.0,627988.0,,3.42,3.67
2392,MNE,2020.0,628062.0,,3.23,3.4
2393,MNE,2021.0,628051.0,,3.65,2.14
2394,MNG,2000.0,2397417.0,7225650688.0,2.82,2.98
2395,MNG,2001.0,2419594.0,7799420416.0,2.89,3.07
2396,MNG,2002.0,2443261.0,8569503232.0,2.99,3.14
2397,MNG,2003.0,2468765.0,9616039936.0,3.02,3.18
2398,MNG,2004.0,2496394.0,11156312064.0,3.19,3.35
2399,MNG,2005.0,2526429.0,12547451904.0,3.3,3.46
2400,MNG,2006.0,2558854.0,14288905216.0,3.43,3.65
2401,MNG,2007.0,2593819.0,16520107008.0,3.6,3.8
2402,MNG,2008.0,2631899.0,18865760256.0,3.91,4.09
2403,MNG,2009.0,2673794.0,19534581760.0,3.94,4.08
2404,MNG,2010.0,2719902.0,21791068160.0,4.06,4.3
2405,MNG,2011.0,2770357.0,26811267072.0,4.27,4.52
2406,MNG,2012.0,2824698.0,30114910208.0,4.53,4.87
2407,MNG,2013.0,2881783.0,33619040256.0,4.72,5.9
2408,MNG,2014.0,2940111.0,36271697920.0,5.07,6.39
2409,MNG,2015.0,2998433.0,37107212288.0,5.19,6.57
2410,MNG,2016.0,3056358.0,37463158784.0,5.33,6.74
2411,MNG,2017.0,3113788.0,39174762496.0,5.52,7.07
2412,MNG,2018.0,3170214.0,41531756544.0,6.12,7.76
2413,MNG,2019.0,3225166.0,,6.53,8.23
2414,MNG,2020.0,3278292.0,,6.77,8.47
2415,MNG,2021.0,3329282.0,,7.7,9.4
2416,MOZ,2000.0,17711926.0,20141916160.0,9.61,5.14
2417,MOZ,2001.0,18221884.0,20943671296.0,11.77,8.27
2418,MOZ,2002.0,18764146.0,21025374208.0,12.62,7.15
2419,MOZ,2003.0,19331098.0,20673806336.0,10.84,9.58
2420,MOZ,2004.0,19910548.0,20561729536.0,11.63,10.5
2421,MOZ,2005.0,20493928.0,20658225152.0,13.19,10.78
2422,MOZ,2006.0,21080108.0,20951971840.0,14.63,11.64
2423,MOZ,2007.0,21673318.0,20803538944.0,15.96,12.42
2424,MOZ,2008.0,22276596.0,20553353216.0,15.02,11.58
2425,MOZ,2009.0,22894718.0,20249942016.0,16.83,12.0
2426,MOZ,2010.0,23531566.0,20039610368.0,16.55,13.01
2427,MOZ,2011.0,24187500.0,19919628288.0,16.73,13.56
2428,MOZ,2012.0,24862674.0,21418940416.0,15.07,13.63
2429,MOZ,2013.0,25560752.0,23018831872.0,14.78,14.08
2430,MOZ,2014.0,26286192.0,24796993536.0,17.56,15.01
2431,MOZ,2015.0,27042002.0,26497042432.0,19.68,18.67
2432,MOZ,2016.0,27829930.0,27447091200.0,18.53,16.75
2433,MOZ,2017.0,28649008.0,28473886720.0,16.79,16.71
2434,MOZ,2018.0,29496010.0,29449971712.0,16.83,16.99
2435,MOZ,2019.0,30366042.0,,17.99,15.5
2436,MOZ,2020.0,31255436.0,,17.8,15.31
2437,MRT,2000.0,2630217.0,4838789632.0,0.23,0.23
2438,MRT,2001.0,2702405.0,5040767488.0,0.27,0.27
2439,MRT,2002.0,2778097.0,5178323968.0,0.5,0.5
2440,MRT,2003.0,2857150.0,5603752960.0,0.47,0.47
2441,MRT,2004.0,2939246.0,6050710528.0,0.51,0.51
2442,MRT,2005.0,3024198.0,6728916992.0,0.5,0.5
2443,MRT,2006.0,3111908.0,8166141440.0,0.45,0.45
2444,MRT,2007.0,3202512.0,8570478592.0,0.47,0.47
2445,MRT,2008.0,3296237.0,8846256128.0,0.55,0.55
2446,MRT,2009.0,3393408.0,8935093248.0,0.58,0.58
2447,MRT,2010.0,3494200.0,9559709696.0,0.64,0.64
2448,MRT,2011.0,3598646.0,10187327488.0,0.83,0.83
2449,MRT,2012.0,3706555.0,10792467456.0,0.91,0.91
2450,MRT,2013.0,3817497.0,11410721792.0,0.94,0.94
2451,MRT,2014.0,3930894.0,12165303296.0,0.98,0.98
2452,MRT,2015.0,4046304.0,12316128256.0,1.14,1.14
2453,MRT,2016.0,4163532.0,12527539200.0,1.21,1.21
2454,MRT,2017.0,4282582.0,12897399808.0,1.51,1.51
2455,MRT,2018.0,4403312.0,13278341120.0,1.69,1.69
2456,MRT,2019.0,4525698.0,,1.82,1.82
2457,MRT,2020.0,4649660.0,,1.76,1.76
2458,MUS,2000.0,1185147.0,16925978624.0,1.67,1.67
2459,MUS,2001.0,1193911.0,17186686976.0,1.8,1.8
2460,MUS,2002.0,1201805.0,17171389440.0,1.84,1.84
2461,MUS,2003.0,1208992.0,17855117312.0,1.98,1.98
2462,MUS,2004.0,1215668.0,18301759488.0,2.05,2.05
2463,MUS,2005.0,1222010.0,18300743680.0,2.14,2.14
2464,MUS,2006.0,1228089.0,18854696960.0,2.21,2.21
2465,MUS,2007.0,1233890.0,19614978048.0,2.33,2.33
