id,pais_id,anio,poblacion,pbi,gen_elect,dem_elect
1001,DOM,2006.0,9218681.0,81940078592.0,13.06,13.06
1002,DOM,2007.0,9338856.0,90411704320.0,13.65,13.65
1003,DOM,2008.0,9458079.0,94906286080.0,11.68,11.68
1004,DOM,2009.0,9576736.0,97411112960.0,11.55,11.55
1005,DOM,2010.0,9695117.0,107260354560.0,13.98,13.98
1006,DOM,2011.0,9813219.0,112432726016.0,14.93,14.93
1007,DOM,2012.0,9930916.0,115425804288.0,15.8,15.8
1008,DOM,2013.0,10048226.0,120732909568.0,16.72,16.72
1009,DOM,2014.0,10165182.0,129713741824.0,16.29,16.29
1010,DOM,2015.0,10281675.0,138611523584.0,16.91,16.91
1011,DOM,2016.0,10397738.0,147459375104.0,17.68,17.68
1012,DOM,2017.0,10513111.0,154422411264.0,18.03,18.03
1013,DOM,2018.0,10627147.0,165255135232.0,18.61,18.61
1014,DOM,2019.0,10738957.0,,18.91,18.91
1015,DOM,2020.0,10847904.0,,17.12,17.12
1016,DZA,2000.0,31042238.0,208554147840.0,25.412,23.82
1017,DZA,2001.0,31451514.0,223420301312.0,26.625,24.98
1018,DZA,2002.0,31855110.0,245360885760.0,27.648,25.98
1019,DZA,2003.0,32264158.0,273568645120.0,29.528,27.82
1020,DZA,2004.0,32692152.0,296773615616.0,31.249,29.4
1021,DZA,2005.0,33149718.0,326854475776.0,33.915,31.98
1022,DZA,2006.0,33641008.0,345705349120.0,35.227,33.2
1023,DZA,2007.0,34166976.0,371665207296.0,37.31,34.98
1024,DZA,2008.0,34730604.0,395658559488.0,40.237,37.78
1025,DZA,2009.0,35333884.0,418247671808.0,43.112,36.18
1026,DZA,2010.0,35977448.0,450705883136.0,45.735,42.93
1027,DZA,2011.0,36661436.0,482034778112.0,53.074,48.04
1028,DZA,2012.0,37383900.0,497923358720.0,57.397,53.94
1029,DZA,2013.0,38140136.0,511887736832.0,59.89,56.23
1030,DZA,2014.0,38923688.0,531308085248.0,64.241,60.21
1031,DZA,2015.0,39728020.0,551519125504.0,68.798,64.65
1032,DZA,2016.0,40551400.0,574696128512.0,70.997,66.51
1033,DZA,2017.0,41389176.0,582167232512.0,76.017,71.16
1034,DZA,2018.0,42228416.0,590317551616.0,76.663,72.02
1035,DZA,2019.0,43053056.0,,81.527,76.55
1036,DZA,2020.0,43851044.0,,79.155,72.66
1037,DZA,2021.0,44616624.0,,84.254,
1038,ECU,2000.0,12681123.0,85978873856.0,10.612,10.37
1039,ECU,2001.0,12914660.0,90060685312.0,11.05,10.77
1040,ECU,2002.0,13143465.0,94405017600.0,11.888,11.6
1041,ECU,2003.0,13369678.0,97644568576.0,11.546,12.26
1042,ECU,2004.0,13596390.0,106398015488.0,12.585,14.69
1043,ECU,2005.0,13825839.0,112806723584.0,13.404,13.87
1044,ECU,2006.0,14059379.0,118595035136.0,15.116,15.09
1045,ECU,2007.0,14296554.0,122035339264.0,17.337,17.4
1046,ECU,2008.0,14535740.0,130681241600.0,18.609,18.72
1047,ECU,2009.0,14774412.0,132343726080.0,18.265,19.02
1048,ECU,2010.0,15011114.0,137955147776.0,19.51,19.65
1049,ECU,2011.0,15243885.0,149848326144.0,20.544,21.16
1050,ECU,2012.0,15474099.0,158295818240.0,22.848,22.34
1051,ECU,2013.0,15707473.0,166128254976.0,23.26,23.07
1052,ECU,2014.0,15951832.0,172762087424.0,24.307,24.24
1053,ECU,2015.0,16212022.0,173044858880.0,25.95,25.56
1054,ECU,2016.0,16491115.0,169282355200.0,27.314,26.17
1055,ECU,2017.0,16785356.0,173290962944.0,28.033,27.21
1056,ECU,2018.0,17084360.0,175524675584.0,29.672,28.4
1057,ECU,2019.0,17373656.0,,32.859,30.66
1058,ECU,2020.0,17643060.0,,31.248,30.55
1059,ECU,2021.0,17888474.0,,32.207,29.08
1060,EGY,2000.0,68831560.0,443940929536.0,73.319,74.32
1061,EGY,2001.0,70152664.0,475162705920.0,80.713,79.13
1062,EGY,2002.0,71485048.0,501186265088.0,86.236,84.08
1063,EGY,2003.0,72826104.0,527963291648.0,92.187,89.59
1064,EGY,2004.0,74172072.0,560813244416.0,98.252,95.51
1065,EGY,2005.0,75523576.0,599346511872.0,104.947,102.38
1066,EGY,2006.0,76873672.0,649072410624.0,111.661,109.15
1067,EGY,2007.0,78232128.0,711521730560.0,119.867,118.23
1068,EGY,2008.0,79636080.0,772704108544.0,128.792,123.39
1069,EGY,2009.0,81134792.0,828245147648.0,134.267,130.73
1070,EGY,2010.0,82761240.0,895092326400.0,144.432,137.62
1071,EGY,2011.0,84529248.0,919296081920.0,149.563,134.89
1072,EGY,2012.0,86422240.0,945768431616.0,162.831,141.6
1073,EGY,2013.0,88404648.0,971071815680.0,165.064,145.14
1074,EGY,2014.0,90424672.0,1018607042560.0,171.234,151.3
1075,EGY,2015.0,92442544.0,1058643968000.0,181.836,162.9
1076,EGY,2016.0,94447072.0,1104510713856.0,188.191,167.38
1077,EGY,2017.0,96442592.0,1159010320384.0,193.211,174.66
1078,EGY,2018.0,98423600.0,1221832605696.0,199.399,177.56
1079,EGY,2019.0,100388080.0,,200.563,182.7
1080,EGY,2020.0,102334408.0,,198.61,157.68
1081,EGY,2021.0,104258328.0,,209.656,174.67
1082,ERI,2000.0,2292413.0,,0.2,0.2
1083,ERI,2001.0,2374721.0,,0.22,0.22
1084,ERI,2002.0,2481059.0,,0.24,0.24
1085,ERI,2003.0,2600972.0,,0.26,0.26
1086,ERI,2004.0,2719809.0,,0.26,0.26
1087,ERI,2005.0,2826653.0,,0.27,0.27
1088,ERI,2006.0,2918209.0,,0.25,0.25
1089,ERI,2007.0,2996540.0,,0.27,0.27
1090,ERI,2008.0,3062782.0,,0.27,0.27
1091,ERI,2009.0,3119920.0,,0.28,0.28
1092,ERI,2010.0,3170437.0,,0.29,0.29
1093,ERI,2011.0,3213969.0,,0.3,0.3
1094,ERI,2012.0,3250104.0,,0.31,0.31
1095,ERI,2013.0,3281453.0,,0.32,0.32
1096,ERI,2014.0,3311444.0,,0.32,0.32
1097,ERI,2015.0,3342818.0,,0.33,0.33
1098,ERI,2016.0,3376558.0,,0.34,0.34
1099,ERI,2017.0,3412894.0,,0.41,0.41
1100,ERI,2018.0,3452797.0,,0.44,0.44
1101,ERI,2019.0,3497117.0,,0.45,0.45
1102,ERI,2020.0,3546427.0,,0.44,0.44
1103,ESP,2000.0,40824748.0,1108745388032.0,224.472,225.36
1104,ESP,2001.0,41319428.0,1164389515264.0,236.043,236.52
1105,ESP,2002.0,41919592.0,1206112747520.0,244.963,245.24
1106,ESP,2003.0,42596452.0,1254542540800.0,260.727,258.56
1107,ESP,2004.0,43308344.0,1307501395968.0,280.007,270.62
1108,ESP,2005.0,44019116.0,1365024047104.0,294.077,283.12
1109,ESP,2006.0,44728564.0,1434224295936.0,299.454,291.98
1110,ESP,2007.0,45429072.0,1498934280192.0,305.052,295.78
1111,ESP,2008.0,46068812.0,1528105271296.0,313.758,299.63
1112,ESP,2009.0,46583568.0,1486563442688.0,296.302,283.43
1113,ESP,2010.0,46931012.0,1498927202304.0,300.431,289.82
1114,ESP,2011.0,47084244.0,1495441604608.0,291.759,285.28
1115,ESP,2012.0,47063060.0,1453746159616.0,297.557,282.57
1116,ESP,2013.0,46930556.0,1429213675520.0,285.258,274.72
1117,ESP,2014.0,46777924.0,1450312204288.0,278.75,271.53
1118,ESP,2015.0,46671916.0,1497526566912.0,281.02,277.35
1119,ESP,2016.0,46634132.0,1417044295680.0,274.63,278.86
1120,ESP,2017.0,46647424.0,1458021990400.0,275.632,282.07
1121,ESP,2018.0,46692864.0,1492300201984.0,274.452,282.98
1122,ESP,2019.0,46736780.0,,267.501,277.75
1123,ESP,2020.0,46754780.0,,263.373,267.03
1124,ESP,2021.0,46745212.0,,272.134,273.15
1125,EST,2000.0,1399111.0,22945026048.0,8.513,7.58
1126,EST,2001.0,1391739.0,24006164480.0,8.484,7.87
1127,EST,2002.0,1382737.0,25057701888.0,8.527,7.84
1128,EST,2003.0,1372904.0,26485059584.0,10.159,8.26
1129,EST,2004.0,1363570.0,27701385216.0,10.304,8.52
1130,EST,2005.0,1355650.0,29813616640.0,10.205,8.59
1131,EST,2006.0,1349373.0,32350019584.0,9.731,8.98
1132,EST,2007.0,1344295.0,34297835520.0,12.19,9.76
1133,EST,2008.0,1340067.0,31920816128.0,10.581,9.64
1134,EST,2009.0,1336140.0,26784890880.0,8.78,8.86
1135,EST,2010.0,1332103.0,26952075264.0,12.964,9.72
1136,EST,2011.0,1327701.0,28535476224.0,12.893,9.33
1137,EST,2012.0,1323163.0,29763610624.0,11.967,9.72
1138,EST,2013.0,1319068.0,30185959424.0,13.275,9.69
1139,EST,2014.0,1316273.0,31037874176.0,12.446,9.7
1140,EST,2015.0,1315330.0,31485411328.0,10.417,9.23
1141,EST,2016.0,1316507.0,31962619904.0,12.17,10.13
1142,EST,2017.0,1319389.0,33800136704.0,13.16,10.43
1143,EST,2018.0,1322913.0,35409424384.0,12.364,10.47
1144,EST,2019.0,1325649.0,,7.615,9.77
1145,EST,2020.0,1326539.0,,5.957,9.71
1146,EST,2021.0,1325188.0,,6.758,10.16
1147,ETH,2000.0,66224812.0,50326962176.0,1.7,1.7
1148,ETH,2001.0,68159424.0,52434132992.0,2.04,2.04
1149,ETH,2002.0,70142096.0,54501777408.0,2.07,2.07
1150,ETH,2003.0,72170576.0,53892042752.0,2.33,2.33
1151,ETH,2004.0,74239504.0,55845388288.0,2.57,2.57
1152,ETH,2005.0,76346312.0,61634772992.0,2.88,2.88
1153,ETH,2006.0,78489200.0,67217117184.0,3.3,3.3
1154,ETH,2007.0,80674344.0,73421791232.0,3.54,3.54
1155,ETH,2008.0,82916232.0,79756500992.0,3.75,3.75
1156,ETH,2009.0,85233920.0,86391037952.0,3.97,3.97
1157,ETH,2010.0,87639960.0,94148632576.0,4.99,4.99
1158,ETH,2011.0,90139928.0,104948621312.0,6.32,5.99
1159,ETH,2012.0,92726984.0,115914989568.0,7.54,6.98
1160,ETH,2013.0,95385800.0,126443028480.0,8.67,8.03
1161,ETH,2014.0,98094264.0,139096784896.0,9.47,8.71
1162,ETH,2015.0,100835456.0,152372019200.0,10.4,9.7
1163,ETH,2016.0,103603464.0,164904124416.0,12.47,11.17
1164,ETH,2017.0,106399928.0,181740830720.0,13.13,11.7
1165,ETH,2018.0,109224408.0,195740319744.0,13.48,12.01
1166,ETH,2019.0,112078728.0,,14.15,13.15
1167,ETH,2020.0,114963584.0,,14.15,13.15
1168,FIN,2000.0,5187953.0,169209069568.0,70.474,81.67
1169,FIN,2001.0,5200475.0,173703233536.0,74.812,84.25
1170,FIN,2002.0,5213368.0,176750428160.0,75.372,86.65
1171,FIN,2003.0,5227106.0,180407926784.0,84.74,88.93
1172,FIN,2004.0,5242175.0,187631845376.0,86.285,90.47
1173,FIN,2005.0,5258933.0,192989478912.0,70.838,87.34
1174,FIN,2006.0,5277490.0,200964489216.0,82.661,93.45
1175,FIN,2007.0,5297741.0,211541000192.0,81.681,93.48
1176,FIN,2008.0,5319452.0,213224882176.0,77.803,89.75
1177,FIN,2009.0,5342266.0,195736961024.0,72.547,83.87
1178,FIN,2010.0,5365784.0,201743089664.0,81.052,90.84
1179,FIN,2011.0,5390036.0,207082078208.0,73.699,87.06
1180,FIN,2012.0,5414769.0,204128370688.0,70.48,87.53
1181,FIN,2013.0,5438984.0,202579968000.0,71.399,86.69
1182,FIN,2014.0,5461410.0,201300410368.0,68.22,85.78
1183,FIN,2015.0,5481128.0,201843998720.0,69.154,84.7
1184,FIN,2016.0,5497714.0,204639584256.0,69.688,87.43
1185,FIN,2017.0,5511372.0,211331219456.0,68.465,87.56
1186,FIN,2018.0,5522585.0,214535733248.0,71.086,89.92
1187,FIN,2019.0,5532159.0,,69.527,88.41
1188,FIN,2020.0,5540718.0,,70.101,82.92
1189,FIN,2021.0,5548361.0,,72.639,87.93
1190,FJI,2000.0,811011.0,,0.62,0.62
1191,FJI,2001.0,813923.0,,0.67,0.67
1192,FJI,2002.0,815257.0,,0.71,0.71
1193,FJI,2003.0,816078.0,,0.72,0.72
1194,FJI,2004.0,817864.0,,0.75,0.75
1195,FJI,2005.0,821606.0,,0.79,0.79
1196,FJI,2006.0,827869.0,,0.84,0.84
1197,FJI,2007.0,836185.0,,0.87,0.87
1198,FJI,2008.0,845356.0,,0.88,0.88
1199,FJI,2009.0,853636.0,,0.86,0.86
1200,FJI,2010.0,859816.0,,0.9,0.9
1201,FJI,2011.0,863451.0,,0.86,0.86
1202,FJI,2012.0,865065.0,,0.86,0.86
1203,FJI,2013.0,865602.0,,0.88,0.88
1204,FJI,2014.0,866447.0,,0.91,0.91
1205,FJI,2015.0,868632.0,,0.95,0.95
1206,FJI,2016.0,872406.0,,0.96,0.96
1207,FJI,2017.0,877460.0,,1.04,1.04
1208,FJI,2018.0,883490.0,,1.07,1.07
1209,FJI,2019.0,889955.0,,1.11,1.11
1210,FJI,2020.0,896444.0,,0.99,0.99
1211,FLK,2000.0,2893.0,,0.01,0.01
1212,FLK,2001.0,2927.0,,0.01,0.01
1213,FLK,2002.0,2944.0,,0.01,0.01
1214,FLK,2003.0,2950.0,,0.01,0.01
1215,FLK,2004.0,2950.0,,0.01,0.01
1216,FLK,2005.0,2950.0,,0.01,0.01
1217,FLK,2006.0,2940.0,,0.02,0.02
1218,FLK,2007.0,2928.0,,0.02,0.02
1219,FLK,2008.0,2932.0,,0.02,0.02
1220,FLK,2009.0,2921.0,,0.02,0.02
1221,FLK,2010.0,2902.0,,0.01,0.01
1222,FLK,2011.0,2863.0,,0.02,0.02
1223,FLK,2012.0,2823.0,,0.02,0.02
1224,FLK,2013.0,2793.0,,0.02,0.02
1225,FLK,2014.0,2787.0,,0.02,0.02
1226,FLK,2015.0,2836.0,,0.02,0.02
1227,FLK,2016.0,2926.0,,0.02,0.02
1228,FLK,2017.0,3074.0,,0.02,0.02
1229,FLK,2018.0,3236.0,,0.02,0.02
1230,FLK,2019.0,3372.0,,0.02,0.02
1231,FLK,2020.0,3483.0,,0.02,0.02
1232,FRA,2000.0,59015092.0,2031949578240.0,539.954,465.7
1233,FRA,2001.0,59384124.0,2077914824704.0,549.531,476.91
1234,FRA,2002.0,59803432.0,2107291205632.0,559.064,476.61
1235,FRA,2003.0,60251588.0,2130783764480.0,566.838,495.1
1236,FRA,2004.0,60697976.0,2196565655552.0,574.054,506.79
1237,FRA,2005.0,61120128.0,2238357176320.0,576.062,510.87
1238,FRA,2006.0,61508924.0,2296438063104.0,574.869,506.08
1239,FRA,2007.0,61869232.0,2353924145152.0,569.768,507.01
1240,FRA,2008.0,62209208.0,2361538117632.0,573.812,520.85
1241,FRA,2009.0,62542884.0,2294314958848.0,535.937,504.78
1242,FRA,2010.0,62879536.0,2341292736512.0,569.29,533.63
1243,FRA,2011.0,63222232.0,2391848255488.0,564.985,510.99
1244,FRA,2012.0,63564224.0,2395403190272.0,565.191,522.56
1245,FRA,2013.0,63893520.0,2415696805888.0,575.33,527.99
1246,FRA,2014.0,64193552.0,2424453726208.0,564.815,499.0
1247,FRA,2015.0,64453196.0,2453072773120.0,571.68,509.86
1248,FRA,2016.0,64667588.0,2479389933568.0,556.234,517.15
1249,FRA,2017.0,64842512.0,2536203354112.0,554.01,515.95
1250,FRA,2018.0,64990512.0,2581673803776.0,573.986,512.83
1251,FRA,2019.0,65129732.0,,562.845,507.95
1252,FRA,2020.0,65273512.0,,523.696,484.79
1253,FRA,2021.0,65426176.0,,547.203,508.24
1254,FRO,2000.0,46738.0,,0.21,0.21
1255,FRO,2001.0,46999.0,,0.22,0.22
1256,FRO,2002.0,47235.0,,0.24,0.24
1257,FRO,2003.0,47439.0,,0.23,0.23
1258,FRO,2004.0,47600.0,,0.24,0.24
1259,FRO,2005.0,47731.0,,0.24,0.24
1260,FRO,2006.0,47793.0,,0.25,0.25
1261,FRO,2007.0,47825.0,,0.26,0.26
1262,FRO,2008.0,47822.0,,0.26,0.26
1263,FRO,2009.0,47814.0,,0.27,0.27
1264,FRO,2010.0,47803.0,,0.27,0.27
1265,FRO,2011.0,47815.0,,0.26,0.26
1266,FRO,2012.0,47843.0,,0.28,0.28
1267,FRO,2013.0,47901.0,,0.28,0.28
1268,FRO,2014.0,47965.0,,0.3,0.3
1269,FRO,2015.0,48055.0,,0.31,0.31
1270,FRO,2016.0,48173.0,,0.3,0.3
1271,FRO,2017.0,48326.0,,0.32,0.32
1272,FRO,2018.0,48497.0,,0.34,0.34
1273,FRO,2019.0,48677.0,,0.38,0.38
1274,FRO,2020.0,48865.0,,0.42,0.42
1275,GAB,2000.0,1228359.0,12538006528.0,1.28,1.28
1276,GAB,2001.0,1258008.0,13408100352.0,1.35,1.35
1277,GAB,2002.0,1288310.0,13745928192.0,1.42,1.42
1278,GAB,2003.0,1319946.0,14717086720.0,1.46,1.46
1279,GAB,2004.0,1353788.0,15597621248.0,1.48,1.48
1280,GAB,2005.0,1390550.0,16662218752.0,1.51,1.51
1281,GAB,2006.0,1430144.0,17083860992.0,1.61,1.61
1282,GAB,2007.0,1472565.0,19294894080.0,1.68,1.68
1283,GAB,2008.0,1518538.0,19821185024.0,1.77,1.77
1284,GAB,2009.0,1568925.0,21001807872.0,1.81,1.81
1285,GAB,2010.0,1624146.0,23885381632.0,1.87,1.87
1286,GAB,2011.0,1684629.0,27165933568.0,1.96,1.96
1287,GAB,2012.0,1749677.0,29020540928.0,2.08,2.08
1288,GAB,2013.0,1817070.0,31179700224.0,2.02,2.2
1289,GAB,2014.0,1883801.0,33268465664.0,1.92,2.31
1290,GAB,2015.0,1947690.0,35035176960.0,2.05,2.39
1291,GAB,2016.0,2007882.0,36204781568.0,2.24,2.59
1292,GAB,2017.0,2064812.0,36385443840.0,2.19,2.65
1293,GAB,2018.0,2119275.0,36693262336.0,2.17,2.68
1294,GAB,2019.0,2172578.0,,3.01,3.52
1295,GAB,2020.0,2225728.0,,2.95,3.46
1296,GAB,2021.0,2278829.0,,,
1297,GBR,2000.0,58923304.0,1889457799168.0,377.068,388.55
1298,GBR,2001.0,59124276.0,1939162398720.0,384.779,392.77
1299,GBR,2002.0,59326292.0,1983811813376.0,387.246,393.01
1300,GBR,2003.0,59561428.0,2050645557248.0,398.209,397.62
1301,GBR,2004.0,59872760.0,2100502593536.0,393.93,398.78
1302,GBR,2005.0,60287952.0,2160945659904.0,398.361,403.74
1303,GBR,2006.0,60821348.0,2212969054208.0,397.282,400.96
1304,GBR,2007.0,61455152.0,2267379924992.0,396.83,398.19
1305,GBR,2008.0,62145096.0,2251038392320.0,388.918,395.86
1306,GBR,2009.0,62828620.0,2151646494720.0,376.754,375.94
1307,GBR,2010.0,63459800.0,2190775025664.0,382.068,381.57
1308,GBR,2011.0,64021920.0,2221719158784.0,367.982,371.28
1309,GBR,2012.0,64525300.0,2250912301056.0,363.873,372.75
1310,GBR,2013.0,64984016.0,2293924888576.0,358.284,369.81
1311,GBR,2014.0,65423048.0,2363952726016.0,338.096,355.73
1312,GBR,2015.0,65860148.0,2415783051264.0,338.875,356.45
1313,GBR,2016.0,66297944.0,2460057337856.0,339.164,354.03
1314,GBR,2017.0,66727460.0,2506603626496.0,338.197,349.86
1315,GBR,2018.0,67141680.0,2540210225152.0,332.724,349.61
1316,GBR,2019.0,67530168.0,,323.801,342.82
1317,GBR,2020.0,67886008.0,,311.996,325.02
1318,GBR,2021.0,68207120.0,,309.857,329.62
1319,GEO,2000.0,4362184.0,23550461952.0,7.27,7.52
1320,GEO,2001.0,4296981.0,24543610880.0,6.8,7.07
1321,GEO,2002.0,4258573.0,25794070528.0,7.16,7.61
1322,GEO,2003.0,4238930.0,28539744256.0,7.06,7.97
1323,GEO,2004.0,4225811.0,30055133184.0,6.81,8.09
1324,GEO,2005.0,4210158.0,32780605440.0,7.14,8.49
1325,GEO,2006.0,4189722.0,35705843712.0,7.11,7.73
1326,GEO,2007.0,4166859.0,40006930432.0,8.17,7.97
1327,GEO,2008.0,4142648.0,40781258752.0,8.3,8.18
1328,GEO,2009.0,4119490.0,39112843264.0,8.42,7.93
1329,GEO,2010.0,4099096.0,41359867904.0,9.98,8.72
1330,GEO,2011.0,4081012.0,44138078208.0,9.98,9.53
1331,GEO,2012.0,4064097.0,46940131328.0,9.47,9.56
1332,GEO,2013.0,4048701.0,48532123648.0,10.06,10.09
1333,GEO,2014.0,4035310.0,50778370048.0,10.38,10.63
1334,GEO,2015.0,4024180.0,52238069760.0,10.83,10.87
1335,GEO,2016.0,4015457.0,53661818880.0,11.58,11.5
1336,GEO,2017.0,4008723.0,56260120576.0,11.53,12.34
1337,GEO,2018.0,4002946.0,58984800256.0,12.14,13.06
1338,GEO,2019.0,3996762.0,,11.85,13.23
1339,GEO,2020.0,3989175.0,,11.16,12.62
1340,GEO,2021.0,3979773.0,,12.66,13.44
1341,GHA,2000.0,19278850.0,39519514624.0,7.13,7.34
1342,GHA,2001.0,19756930.0,41144434688.0,7.73,7.88
1343,GHA,2002.0,20246376.0,42979041280.0,7.11,7.54
1344,GHA,2003.0,20750308.0,45217304576.0,5.73,6.07
1345,GHA,2004.0,21272328.0,47687385088.0,5.88,6.09
1346,GHA,2005.0,21814648.0,50453082112.0,6.68,6.86
1347,GHA,2006.0,22379056.0,53573709824.0,8.21,8.08
1348,GHA,2007.0,22963946.0,55855472640.0,6.76,6.95
1349,GHA,2008.0,23563832.0,60944891904.0,8.15,7.89
1350,GHA,2009.0,24170944.0,63844990976.0,8.78,8.23
1351,GHA,2010.0,24779614.0,68838727680.0,9.93,9.0
1352,GHA,2011.0,25387712.0,78458888192.0,10.93,10.32
1353,GHA,2012.0,25996454.0,85729714176.0,11.72,11.18
1354,GHA,2013.0,26607640.0,92004286464.0,12.53,12.03
1355,GHA,2014.0,27224480.0,95677579264.0,12.63,12.16
1356,GHA,2015.0,27849204.0,99411263488.0,11.17,10.81
1357,GHA,2016.0,28481948.0,103444160512.0,11.4,11.96
1358,GHA,2017.0,29121464.0,111867617280.0,12.78,12.83
1359,GHA,2018.0,29767108.0,118873890816.0,14.31,13.71
1360,GHA,2019.0,30417858.0,,16.88,15.58
1361,GHA,2020.0,31072946.0,,20.11,18.37
1362,GIN,2000.0,8240735.0,8142368256.0,0.75,0.75
1363,GIN,2001.0,8417082.0,8530150912.0,0.94,0.94
1364,GIN,2002.0,8586077.0,9080053760.0,0.99,0.99
1365,GIN,2003.0,8753097.0,9309106176.0,0.87,0.87
1366,GIN,2004.0,8925729.0,9645747200.0,0.94,0.94
1367,GIN,2005.0,9109585.0,10059821056.0,0.88,0.88
1368,GIN,2006.0,9307421.0,10279821312.0,0.85,0.85
1369,GIN,2007.0,9518159.0,11105668096.0,0.94,0.94
1370,GIN,2008.0,9738796.0,11730749440.0,0.96,0.96
1371,GIN,2009.0,9964470.0,11707655168.0,0.96,0.96
1372,GIN,2010.0,10192168.0,12362233856.0,0.92,0.92
1373,GIN,2011.0,10420459.0,13233698816.0,0.85,0.85
1374,GIN,2012.0,10652032.0,14087314432.0,0.71,0.71
1375,GIN,2013.0,10892821.0,14709018624.0,0.64,0.64
1376,GIN,2014.0,11150970.0,14874104832.0,0.69,0.69
1377,GIN,2015.0,11432096.0,14900875264.0,1.14,1.14
1378,GIN,2016.0,11738434.0,15905507328.0,1.61,1.61
1379,GIN,2017.0,12067516.0,18022438912.0,1.77,1.77
1380,GIN,2018.0,12414292.0,19045322752.0,1.49,1.49
1381,GIN,2019.0,12771246.0,,2.06,2.06
1382,GIN,2020.0,13132792.0,,3.2,3.2
1383,GMB,2000.0,1317708.0,1955249536.0,0.11,0.11
1384,GMB,2001.0,1360070.0,2082662912.0,0.13,0.13
1385,GMB,2002.0,1404263.0,2108436352.0,0.14,0.14
1386,GMB,2003.0,1449925.0,2172586752.0,0.16,0.16
1387,GMB,2004.0,1496524.0,2391385088.0,0.17,0.17
1388,GMB,2005.0,1543745.0,2386414848.0,0.19,0.19
1389,GMB,2006.0,1591444.0,2432257536.0,0.2,0.2
1390,GMB,2007.0,1639846.0,2539291136.0,0.22,0.22
1391,GMB,2008.0,1689288.0,2704420864.0,0.23,0.23
1392,GMB,2009.0,1740277.0,2899496192.0,0.23,0.23
1393,GMB,2010.0,1793199.0,3111135744.0,0.23,0.23
1394,GMB,2011.0,1848142.0,3000861952.0,0.24,0.24
1395,GMB,2012.0,1905020.0,3174000128.0,0.25,0.25
1396,GMB,2013.0,1963708.0,3327260928.0,0.25,0.25
1397,GMB,2014.0,2024037.0,3357018112.0,0.26,0.26
1398,GMB,2015.0,2085860.0,3514848000.0,0.28,0.28
1399,GMB,2016.0,2149134.0,3593880064.0,0.29,0.29
1400,GMB,2017.0,2213900.0,3732270080.0,0.3,0.3
1401,GMB,2018.0,2280092.0,3939021824.0,0.31,0.31
1402,GMB,2019.0,2347696.0,,0.3,0.3
1403,GMB,2020.0,2416664.0,,0.29,0.29
1404,GNB,2000.0,1201305.0,1486201600.0,0.03,0.03
1405,GNB,2001.0,1227105.0,1520990592.0,0.03,0.03
1406,GNB,2002.0,1254454.0,1507700352.0,0.02,0.02
1407,GNB,2003.0,1283297.0,1522869248.0,0.02,0.02
1408,GNB,2004.0,1313492.0,1573921408.0,0.03,0.03
1409,GNB,2005.0,1344931.0,1653070464.0,0.03,0.03
1410,GNB,2006.0,1377582.0,1701900928.0,0.03,0.03
1411,GNB,2007.0,1411545.0,1768964992.0,0.03,0.03
1412,GNB,2008.0,1446936.0,1837842560.0,0.03,0.03
1413,GNB,2009.0,1483920.0,1913611648.0,0.03,0.03
1414,GNB,2010.0,1522603.0,2015432192.0,0.03,0.03
1415,GNB,2011.0,1562996.0,2192198912.0,0.03,0.03
1416,GNB,2012.0,1604981.0,2160239104.0,0.03,0.03
1417,GNB,2013.0,1648259.0,2238347520.0,0.03,0.03
1418,GNB,2014.0,1692433.0,2253617152.0,0.03,0.03
1419,GNB,2015.0,1737207.0,2372699648.0,0.06,0.06
1420,GNB,2016.0,1782434.0,2506111488.0,0.08,0.08
1421,GNB,2017.0,1828146.0,2652453632.0,0.08,0.08
1422,GNB,2018.0,1874304.0,2752462080.0,0.08,0.08
1423,GNB,2019.0,1920917.0,,0.08,0.08
1424,GNB,2020.0,1967998.0,,0.08,0.08
1425,GNQ,2000.0,606180.0,6341192192.0,0.09,0.09
1426,GNQ,2001.0,631662.0,10710877184.0,0.06,0.06
1427,GNQ,2002.0,658388.0,12944267264.0,0.11,0.11
1428,GNQ,2003.0,686670.0,14778141696.0,0.12,0.12
1429,GNQ,2004.0,716949.0,18414356480.0,0.17,0.17
1430,GNQ,2005.0,749527.0,20168024064.0,0.2,0.2
1431,GNQ,2006.0,784494.0,21346957312.0,0.26,0.26
1432,GNQ,2007.0,821686.0,24766652416.0,0.32,0.32
1433,GNQ,2008.0,860839.0,29298388992.0,0.46,0.46
1434,GNQ,2009.0,901589.0,29853093888.0,0.51,0.51
1435,GNQ,2010.0,943640.0,27366670336.0,0.58,0.58
1436,GNQ,2011.0,986861.0,29285787648.0,0.65,0.65
1437,GNQ,2012.0,1031191.0,31730929664.0,0.9,0.9
1438,GNQ,2013.0,1076412.0,30419136512.0,1.4,1.4
1439,GNQ,2014.0,1122273.0,30256852992.0,1.61,1.61
1440,GNQ,2015.0,1168575.0,28026101760.0,1.76,1.76
1441,GNQ,2016.0,1215181.0,25287602176.0,1.74,1.74
1442,GNQ,2017.0,1262008.0,24166326272.0,1.41,1.41
1443,GNQ,2018.0,1308966.0,22750613504.0,1.54,1.54
1444,GNQ,2019.0,1355982.0,,1.19,1.19
1445,GNQ,2020.0,1402985.0,,1.13,1.13
1446,GNQ,2021.0,1449891.0,,,
1447,GRC,2000.0,11082103.0,225054588928.0,53.843,53.41
